ID,Title,Year,IMDb,Genres,Runtime
9316,Richard Pryor: Icon,2014,6.5,Documentary,56
9317,Some of My Best Friends Are,1971,5.8,Drama,110
9318,Butterflies,2009,8.4,"Comedy,Drama",117
9319,Killer Fish,1979,4.1,"Horror,Sci-Fi,Thriller",101
9320,Thalaivaa,2013,6.1,"Action,Drama,Thriller",179
9321,Messenger of Death,1988,5.6,"Action,Crime,Mystery,Thriller",91
9322,Capturing Reality,2008,6.8,Documentary,90
9323,Nintendo Quest,2015,5.6,"Documentary,Adventure,Family",91
9324,Freak,2011,8.2,"Horror,Sci-Fi",82
9325,Have Sword Will Travel,1969,7.1,"Action,Drama",
9326,730,2015,7.2,Drama,104
9327,Alena,2015,5.5,"Drama,Horror,Thriller",83
9328,Christmas Miracle,2012,5.4,Family,92
9329,The Prince and the Pauper,2000,6.5,Adventure,93
9330,Invasion on Chestnut Ridge,2017,5.4,Documentary,60
9331,The Coconut Revolution,2000,8.3,Documentary,50
9332,The Sacred Science,2011,7.1,"Documentary,Adventure,Drama,History",77
9333,A Date with Miss Fortune,2015,5.3,"Comedy,Romance",97
9334,The Runaway,2016,7.3,Crime,
9335,The North Star,1943,5.9,"Drama,Romance,War",108
9336,Abel's Island,1988,8,"Animation,Short",30
9337,The Turn of the Screw,1974,6.2,Horror,100
9338,Delightfully Dangerous,1945,6,"Musical,Romance",92
9339,Merlin and the Dragons,1991,6.3,"Adventure,Animation,Fantasy",37
9340,An Ox's Tale: The John Entwistle Story,2006,7.5,"Documentary,Biography",78
9341,Cry of the Banshee,1970,5.7,Horror,91
9342,A Violent Life,2017,6,"Drama,Thriller",107
9343,Beast of Burden,2018,3.6,"Action,Crime,Drama,Thriller",89
9344,Mother Krampus,2017,4.5,Horror,96
9345,Nightlight,2015,4.4,"Horror,Thriller",85
9346,Beat Girl,1960,6,Drama,89
9347,American Virgin,2009,4.3,Comedy,88
9348,Classic Albums: Phil Collins - Face Value,1999,7.1,"Documentary,Music",60
9349,Beyond the Summits,2009,8.5,Documentary,80
9350,Hidden Love,2007,5.3,Drama,100
9351,Superpower,2008,7.1,"Action,Drama",89
9352,The Great Flamarion,1945,6.6,"Drama,Film-Noir,Mystery,Romance,Thriller",78
9353,Ghosts of Darkness,2017,5,"Comedy,Horror",82
9354,Dog Day,1984,5.7,"Biography,Crime,Drama,Thriller",125
9355,Jack Reed: Death and Vengeance,1996,5.8,"Crime,Drama,Mystery",96
9356,Moomins and the Comet Chase,2010,6.1,"Animation,Adventure,Family",75
9357,Dead Before Dawn,2012,4.7,"Adventure,Comedy,Horror",88
9358,Mighty Uke,2011,7.7,"Documentary,Music",76
9359,Mr. Fix It,2006,5.5,"Comedy,Romance",93
9360,Gold Star,2016,5.6,Drama,90
9361,Savannah Sunrise,2016,5.8,"Comedy,Family",88
9362,Dependent's Day,2016,7.1,"Comedy,Drama,Romance",87
9363,Allies,2014,5.1,"Action,Drama,Romance,Thriller,War",124
9364,Los Angeles Overnight,2018,6,Thriller,93
9365,Adventure Scouts,2010,5.9,"Action,Adventure,Comedy,Family,Fantasy,Mystery,Sport",83
9366,Monsoon,2001,4.1,"Drama,Romance",85
9367,Richard Jeni: A Big Steaming Pile of Me,2005,7.5,"Documentary,Comedy",60
9368,Forgotten Plague,2016,7.9,"Documentary,History,News",81
9369,Blood & Oil,2019,5.1,"Crime,Drama,Romance",42
9370,12 Days of Christmas Eve,2004,5.6,"Short,Drama,Music,Romance",11
9371,Mr. Moto's Last Warning,1939,6.5,"Crime,Drama,Mystery,Romance,Thriller",71
9372,Genghis: The Legend of the Ten,2012,5.7,"Action,History",91
9373,Stealing Cars,2016,5.7,Drama,94
9374,A Bloody Aria,2006,6.5,"Action,Drama,Horror,Thriller",115
9375,Bengal Tiger,2015,5.1,"Action,Comedy",145
9376,Run Baby Run,1998,8.6,"Action,Comedy,Thriller",180
9377,Kaatru Veliyidai,2017,5.9,Romance,146
9378,Spy School,2008,4.5,"Adventure,Comedy,Drama,Family,Mystery",86
9379,Tubelight,2017,4,"Drama,War",136
9380,Devdas,1955,8,"Drama,Musical,Romance",185
9381,Hell Bound,1957,6.4,"Crime,Drama,Film-Noir",69
9382,A Year and Change,2015,6.2,"Comedy,Drama",93
9383,2eleven,2015,6.2,Action,107
9384,Pretty Outrageous,2017,6.1,"Comedy,Family",75
9385,City of Gold,1957,7.3,"Documentary,Biography",96
9386,Kayal,2014,6.4,Romance,139
9387,The Village of No Return,2017,6.2,Comedy,116
9388,Aan,1953,7.1,"Action,Crime,Drama,Thriller",149
9389,Soldiers Of The Damned,2017,3.7,"Action,Horror,Thriller,War",99
9390,Smitty,2012,5.3,"Drama,Family",94
9391,Shogun's Ninja,1980,6.3,"Action,Adventure,Drama",117
9392,First Response,2015,5.7,"Action,Drama,Thriller",89
9393,Mad Dog Morgan,1976,6.1,"Action,Crime,Drama,History,Western",102
9394,Homebound,2013,7.8,"Drama,Family,Romance",105
9395,Morris County,2009,6.7,Drama,91
9396,The Ungodly,2007,5.6,"Crime,Horror,Thriller",100
9397,Parvaneh,2012,6.7,"Short,Drama",25
9398,Hell Commandos,1969,5.2,"Action,Drama,War",88
9399,Destiny Turns on the Radio,1995,4.5,"Crime,Comedy,Fantasy",102
9400,Tokyo Raiders,2000,5.9,"Action,Comedy,Drama,Romance",118
9401,Return to Paradise,1953,6.1,"Drama,Romance,Thriller",111
9402,War of the Dead,2011,4.1,"Action,Adventure,Horror,Sci-Fi,Thriller,War",86
9403,Time Kid,2003,5.9,"Animation,Family",73
9404,The Forgiven,2018,5.9,Thriller,115
9405,Tc Gn: Take Care Good Night,2018,7.5,"Crime,Drama,Family",110
9406,Taking Earth,2017,2.6,Sci-Fi,100
9407,The Liquidator,2017,5.6,"Action,Thriller,Crime,Comedy,Drama",105
9408,Daughter of Dr. Jekyll,1957,5.5,"Fantasy,Horror",71
9409,A Haunting at Silver Falls,2013,4.8,"Horror,Thriller",96
9410,Dirty Driving: Thundercars Of Indiana,2008,7.2,"Documentary,Sport",69
9411,King of the Zombies,1941,5.2,"Adventure,Comedy,Horror",67
9412,End of the Road: How Money Became Worthless,2012,7.2,Documentary,55
9413,Keys to Tulsa,1997,5.1,"Crime,Drama,Thriller",113
9414,Manila,2009,6.1,"Drama,Mystery",125
9415,Afterlife,2018,,"Drama,Mystery,Thriller",104
9416,Teen Wolf Too,1987,3.4,"Comedy,Fantasy",95
9417,The Sitter,2007,4.9,Comedy,81
9418,Christmas Solo,2017,5.8,Romance,90
9419,Fart: A Documentary,2016,4.4,"Documentary,Comedy",74
9420,Hate Story IV,2018,3.3,"Crime,Drama,Thriller",131
9421,For the Love of George,2018,5.6,"Comedy,Drama,Romance",89
9422,A Fall from Freedom,2011,8.2,"Documentary,History",82
9423,Hot Cars,1956,6.5,"Crime,Drama,Film-Noir,Thriller",60
9424,Frauds,1993,6,"Comedy,Crime,Thriller",90
9425,Bob Saget: That Ain't Right,2007,6.2,Documentary,60
9426,Chatterbox!,1977,5,"Comedy,Fantasy",73
9427,A Rising Tide,2015,5.6,"Drama,Romance",98
9428,C. H. Spurgeon: The People's Preacher,2009,8.8,Documentary,70
9429,Daisy,2016,8.3,"Action,Adventure,Comedy,Sci-Fi",119
9430,All I Need,2016,4.1,"Horror,Thriller",85
9431,White Mile,1994,5.9,"Drama,Sport,Thriller",96
9432,The Courage to Love,2000,6.2,"Drama,History,Romance",95
9433,The House of Exorcism,1975,4.7,"Horror,Mystery",92
9434,Gangster Land,2017,4.4,"Action,Crime,Drama",113
9435,As You Like It,2017,4.6,"Drama,Comedy,Romance",127
9436,The Mentor,2014,5,Thriller,74
9437,Hippie Masala - Forever in India,2006,6.4,Documentary,93
9438,Mariah Carey's All I Want for Christmas Is You,2017,5.3,"Animation,Comedy,Family",91
9439,A Life at Stake,1955,5.8,"Drama,Film-Noir",78
9440,Brides of Blood,1968,5.1,"Horror,Sci-Fi",97
9441,The Six Wives of Henry Lefay,2009,5.1,Comedy,95
9442,American Meltdown,2004,5.3,"Action,Drama,Thriller",120
9443,Ultrasuede: In Search of Halston,2011,5.3,Documentary,85
9444,Little Girl,2009,7.1,Documentary,90
9445,Queen of Spades,2016,6.1,"Horror,Mystery,Thriller",92
9446,Tricks of the Trade,1988,5.9,"Comedy,Mystery",100
9447,Laser Mission,1989,3.5,"Action,Adventure,Thriller",84
9448,Hardflip,2012,5.5,"Action,Drama",112
9449,Among Us,2017,4.2,Drama,94
9450,Westinghouse,2008,7.5,"Documentary,Biography,History",112
9451,Dad's in Heaven With Nixon,2007,7.5,Documentary,86
9452,"Bruce Lee: The Man, The Myth",1976,5.2,"Action,Adventure,Biography",90
9453,New Hope,2012,5.8,Drama,125
9454,Time Toys,2017,4.5,"Family,Sci-Fi",87
9455,The Christmas Dragon,2014,4.7,"Adventure,Drama,Fantasy",106
9456,Lonely Boy,2013,6.8,"Comedy,Drama",124
9457,Beta,1992,6.3,"Drama,Romance",171
9458,The Sighting,2015,4.3,"Horror,Sci-Fi,Thriller",98
9459,The arrival of Wang,2012,5.8,"Mystery,Sci-Fi,Thriller",80
9460,Violets Are Blue,1986,5.9,"Drama,Romance",88
9461,Baazi,1995,6.6,"Action,Thriller,Crime,Drama",183
9462,108 Stitches,2014,4.3,"Comedy,Romance,Sport",118
9463,Humraaz,2002,6.3,"Action,Musical,Romance,Thriller",173
9464,Nowhere Safe,2014,5.6,Drama,92
9465,Hopalong Cassidy Returns,1936,7.2,"Adventure,Drama,Romance,Western",74
9466,The Picture of Dorian Gray,1973,6.4,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",110
9467,A Million to Juan,1994,5.6,Comedy,97
9468,Periods.,2014,7.3,Comedy,72
9469,Scorpion,2007,5.4,"Action,Crime,Drama,Thriller",43
9470,Black & White: The Dawn of Justice,2014,5.7,Action,126
9471,Devil in the Dark,2017,4.7,"Horror,Thriller",82
9472,My Dad's a Soccer Mom,2014,5.3,"Drama,Family,Sport",90
9473,Angel Dog,2011,5.8,"Drama,Family",90
9474,Wrong Turn at Tahoe,2009,6.1,"Action,Crime,Drama,Thriller",91
9475,Sons of Cuba,2009,7.6,Documentary,88
9476,Vitality,2012,7.3,Drama,83
9477,Adolf Hitler: Pure Evil,2016,8.3,Documentary,70
9478,John Apple Jack,2013,5.6,"Comedy,Drama,Romance",89
9479,Innocents in Paris,1953,5.9,"Adventure,Comedy,Drama",102
9480,Mixed Company,1974,6,"Drama,Family",109
9481,Earthrise,2014,3.6,"Drama,Sci-Fi,Thriller",90
9482,Full of Grace,2015,5.7,"Drama,History",83
9483,Eating Alabama,2012,7.6,Documentary,62
9484,Our Gang Follies of 1936,1935,7.3,"Short,Comedy,Family,Musical",18
9485,Fugitive Mind,1999,4.5,"Action,Thriller",94
9486,New Fist of Fury,1976,5.6,"Action,Drama",114
9487,Loved Up,1995,6.8,"Drama,Romance",70
9488,Abbott and Costello Christmas Show,1952,,,
9489,Adam Ferrara: Funny As Hell,2009,7.3,Comedy,62
9490,Ass Backwards,2013,4.2,"Adventure,Comedy",85
9491,Lost Fare,2018,4.6,"Crime,Drama,Thriller",90
9492,Out in the Open,2013,7.3,Thriller,103
9493,American Experience: Rachel Carson,2017,7.6,"Documentary,Biography,History",113
9494,Terrortory 2,2018,4.5,Horror,100
9495,Gun of the Black Sun,2011,6.1,Fantasy,90
9496,Michael Ian Black: Noted Expert,2016,6.3,"Documentary,Comedy",60
9497,Instant Death,2017,4.1,Action,84
9498,For One Night,2006,6.4,"Drama,Romance",89
9499,December 7th,1943,6.1,"Documentary,Action,Drama,History,War",82
9500,Cherry Crush,2007,5.5,"Drama,Thriller",89
9501,(A)sexual,2011,6,"Documentary,Romance",75
9502,Big Bang,2007,6.7,"Comedy,Romance",22
9503,Imprint,2007,5.7,"Drama,Thriller",84
9504,Affluenza,2014,4.7,Drama,85
9505,Miso Hungry,2016,7.1,Documentary,90
9506,Night of Fear,1972,5.9,"Horror,Thriller",54
9507,Bad Blood: A Cautionary Tale,2010,8.1,Documentary,83
9508,Goodbye Love,1933,5.6,Comedy,67
9509,Apache Woman,1976,5.2,"Action,Drama,Romance,Western",90
9510,Tart,2001,4.7,"Crime,Drama,Romance",94
9511,Little Mermaid,2016,4.1,"Drama,Fantasy,Romance",90
9512,Eyes of the Mothman,2011,6.3,Documentary,150
9513,Soda Springs,2012,6.1,Drama,115
9514,Pacific Warriors,2015,7.3,"Documentary,Sport",93
9515,Criminally Insane,1975,5.7,"Horror,Thriller",61
9516,The Sixth Man: Bluesanity,2013,8.6,Documentary,85
9517,Murders in the Rue Morgue,1971,5.2,"Crime,Horror,Mystery,Romance",61
9518,Blackmark,2018,4.4,"Action,Drama,Thriller",94
9519,Needle Through Brick,2009,8.1,Documentary,52
9520,Dominion,2015,3.4,"Action,Drama,Fantasy,Horror,Sci-Fi",90
9521,Savage Sisters,1974,5,"Action,Drama",86
9522,"Surprise, Surprise",2009,5,Drama,83
9523,"Out of Mind, Out of Sight",2014,7.2,Documentary,88
9524,The Corpse Grinders,1971,4,"Comedy,Horror",72
9525,Punk's Dead: SLC Punk 2,2016,4.8,Comedy,75
9526,Wives Under Suspicion,1938,6.2,"Crime,Drama,Romance",69
9527,The Pit,2009,6.4,"Action,Crime,Thriller",120
9528,Ava's Impossible Things,2016,3.7,"Drama,Romance",80
9529,Warriors of the Year 2072,1984,4.9,"Action,Sci-Fi,Thriller",89
9530,Who Gets the Dog?,2016,4.9,Comedy,95
9531,Agent of Influence,2002,6.4,"Crime,Drama",98
9532,The Unbookables,2012,6.8,"Documentary,Comedy",95
9533,Fray,2012,6.1,Drama,95
9534,Subira,2019,4.7,Drama,99
9535,The Wicked Gift,2017,5.5,"Horror,Mystery,Thriller",112
9536,Dam Street,2005,6.9,Drama,93
9537,Fatal Trust,2006,5.3,"Drama,Mystery,Thriller",89
9538,A Good Night to Die,2003,4.8,"Action,Comedy,Thriller",100
9539,Albert Schweitzer,2009,5.9,"Biography,Drama,History",114
9540,Wicked Blood,2014,5.4,"Action,Crime,Drama,Thriller",92
9541,Ordinary People,2009,6.1,Drama,124
9542,Amnesiac,2015,4.3,"Drama,Horror,Mystery,Thriller",90
9543,True Appaloosa,2015,8.1,"Documentary,Adventure,History",84
9544,Coach,2010,5.4,"Comedy,Sport",30
9545,Dirty O'Neil,1974,5.5,"Comedy,Drama,Thriller",89
9546,Deep Powder,2013,5.7,"Drama,Thriller",91
9547,The Serpent's Kiss,1997,5.7,"Comedy,Drama,Romance",104
9548,Welcome To Macintosh,2008,6.2,Documentary,90
9549,The Jodorowsky Constellation,1994,6.8,"Documentary,Biography",91
9550,Picking Up the Pieces,2000,4.8,"Comedy,Crime,Fantasy",95
9551,Wren Boys,2017,7,"Short,Drama",11
9552,Budo: The Art of Killing,1978,7.2,Documentary,101
9553,Run to Me,2016,5.1,"Drama,Sport,Thriller",100
9554,The Lost Coast,2008,4.8,Drama,74
9555,The Perfect Gift,2009,7,Drama,89
9556,A Norml Life,2011,6.6,Documentary,60
9557,My Lonely Me,2015,7.8,"Drama,Musical,Thriller",95
9558,The Hoarder,2015,4.5,"Crime,Horror,Thriller",84
9559,Wildflower,2016,5.2,"Drama,Romance",120
9560,Before I Die,2017,5.7,"Crime,Drama,Thriller",90
9561,Wild Life,2011,6.4,"Comedy,Drama",96
9562,Dirty Wolves,2016,5.7,"Drama,Thriller",105
9563,The Daredevils,1979,6.1,"Action,Drama",100
9564,Queerama,2017,6.4,"Documentary,Music",70
9565,Quaker Oaths,2016,7.3,Comedy,85
9566,The Engagement Ring,2005,6.4,"Comedy,Drama,Romance",89
9567,The Philly Kid,2012,5.7,"Action,Drama,Sport",90
9568,The Cat in the Hat Knows a Lot About Christmas!,2012,5.3,"Animation,Family",60
9569,Ctrl Alt Delete,2016,6.1,"Action,Sci-Fi,Thriller",88
9570,Clancy Street Boys,1943,6,"Action,Adventure,Comedy,Drama",66
9571,Ek Vivaah Aisa Bhi,2008,5.3,"Drama,Romance",132
9572,The Anarchists,2000,5.7,Drama,101
9573,Bottled Up: The Battle over Dublin Dr. Pepper,2013,7,"Documentary,Biography,Drama,Mystery",76
9574,The Rise & Fall of Penn Station,2004,7.8,"Documentary,Biography,History",55
9575,Fire City: End of Days,2015,4.9,"Fantasy,Horror,Thriller",101
9576,Not Since You,2009,5.5,"Drama,Romance",90
9577,Rise of the Fellowship,2013,4.2,"Adventure,Comedy,Fantasy",92
9578,The Mother of Invention,2009,6.3,Comedy,105
9579,The Haunting of Sorority Row,2007,4.8,"Horror,Mystery",89
9580,The Identity Theft of Mitch Mustain,2013,6.4,Documentary,93
9581,British Intelligence,1940,6.1,"Romance,Thriller,War",61
9582,Crafted,2015,7.5,Short,25
9583,The Klansman,1974,5.2,"Crime,Drama,Thriller",112
9584,Get the Picture,2012,8,"Documentary,Biography,History,News,War",70
9585,Something to Scream About,2003,6.2,Documentary,65
9586,Buffed Up,2016,,Documentary,
9587,From Inside,2008,6.2,"Animation,Horror",71
9588,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson,1998,7.3,"Documentary,Biography,Music",77
9589,Marry Us for Christmas,2014,6.4,Comedy,90
9590,Born to Win,1971,5.5,"Comedy,Crime,Drama",88
9591,The Ambassador's Daughter,1956,6,Drama,120
9592,Hackney's Finest,2014,4.6,"Action,Comedy,Crime",90
9593,A Baby for Christmas,2015,6.4,Family,85
9594,Island of the Fishmen,1979,5.1,"Action,Adventure,Horror,Sci-Fi",100
9595,Circus of Fear,1966,5.4,"Mystery,Thriller,Horror",91
9596,While We Live,2017,6.9,Drama,98
9597,Indescribable,2013,6.9,"Drama,Family,History",94
9598,Arrowhead,2017,4.4,"Action,Adventure,Sci-Fi",95
9599,The Caretaker,2016,4.1,Drama,105
9600,Charlie Chan in the Secret Service,1944,6.5,"Comedy,Crime,Mystery,Thriller",63
9601,Raju Gari Gadhi 2,2017,5.3,"Comedy,Horror,Thriller",117
9602,The Mind Snatchers,1972,5.6,"Drama,Sci-Fi",94
9603,Eat,2014,5,"Drama,Horror,Thriller",92
9604,Russell Brand: End the Drugs War,2014,7.2,Documentary,60
9605,The Boy from Geita,2015,7.3,"Documentary,Biography,Drama",79
9606,Enemy of the Reich: The Noor Inayat Khan Story,2014,7.3,Documentary,60
9607,Janapar,2012,7.1,"Documentary,Adventure,Romance",79
9608,Poultry in Motion: Truth Is Stranger Than Chicken,2008,8,"Documentary,Comedy",82
9609,Last Shop Standing,2012,7.1,Documentary,50
9610,Carnival Story,1954,5.7,Drama,95
9611,Ghosts of the West: The End of the Bonanza Trail,2012,8.4,"Documentary,History,Western",57
9612,That's the Way of the World,1975,6.1,"Drama,Music",100
9613,Island of Death,1976,5.1,"Horror,Mystery,Thriller",112
9614,Boggy Creek Monster,2016,5.9,Documentary,73
9615,Arbor Demon,2016,4.1,"Drama,Horror,Thriller",100
9616,Lavalantula,2015,4.5,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",83
9617,Ninja Wars,1982,5.8,"Action,Adventure,Fantasy",100
9618,Uncle Brian,2010,6.5,"Comedy,Drama",88
9619,Sonic Christmas Blast,1996,5.6,"Animation,Short,Action,Comedy,Family",30
9620,"Hans Brinker, or the Silver Skates",1958,7.7,"Family,Musical",50
9621,The One Armed Swordsmen,1976,6.2,"Action,Mystery",109
9622,Long Nights Short Mornings,2016,5.4,"Drama,Romance",100
9623,The Rift,1990,4.7,"Action,Adventure,Horror,Mystery,Sci-Fi,Thriller",83
9624,Misa's Fugue,2012,7.3,"Documentary,Biography,War",97
9625,Autopsy 8: Dead Giveaway,2002,7.8,"Documentary,Crime",60
9626,Aleksandr's Price,2013,4.9,Drama,108
9627,Edge of Isolation,2018,3.3,"Drama,Horror,Thriller",89
9628,The Clown at Midnight,1999,5.2,"Horror,Mystery,Thriller",91
9629,7-Man Army,1976,6.1,"Action,Drama,War",100
9630,The Undertaker,1988,5,Horror,89
9631,"George Lopez: Tall, Dark & Chicano",2009,5.4,"Documentary,Comedy",87
9632,Streetballers,2009,5.6,"Drama,Sport",119
9633,Nightbeast,1982,4,"Horror,Sci-Fi",80
9634,Shed No Tears,1948,6.4,"Drama,Music,Romance",109
9635,Son of Sofia,2017,6.2,Drama,111
9636,The Hollow One,2015,3.8,"Horror,Sci-Fi,Thriller",95
9637,Life with Murder,2010,6.9,Documentary,95
9638,The Attic Expeditions,2001,5,"Comedy,Horror,Mystery,Thriller",100
9639,The Happy House,2013,4.4,"Comedy,Horror",81
9640,Midnight Movie,2008,5.1,"Fantasy,Horror,Thriller",82
9641,100 Blocks,2016,7.5,Drama,87
9642,The Test,2012,6.1,Comedy,89
9643,El Crazy Che,2015,7.2,"Documentary,Animation,Biography",83
9644,Lake Eerie,2016,4.8,"Horror,Sci-Fi,Thriller",104
9645,Blood Relative,2012,8.4,"Horror,Thriller",79
9646,Blackfly,1991,6.5,"Adventure,Comedy,History",
9647,I Belonged to You,2016,5.4,"Drama,Romance",112
9648,Sweet Home Carolina,2017,5.5,"Comedy,Drama,Romance",84
9649,Sagebrush Trail,1933,5.4,"Action,Drama,Romance,Western",54
9650,21 Days,1940,6.1,Drama,72
9651,I Am Here,2014,5,"Drama,Thriller",97
9652,Lincoln@Gettysburg,2013,8.4,"Documentary,History",55
9653,Bloodwork,2012,5.2,"Horror,Sci-Fi,Thriller",96
9654,Silent Trigger,1996,5.5,"Action,Drama,Thriller",93
9655,Curse of the Witch's Doll,2018,3.2,"Horror,Mystery",95
9656,The Beatles: A Celebration,1999,6.3,"Documentary,Music",62
9657,Jack Reed: One of Our Own,1995,6.3,"Crime,Drama",120
9658,Bob the Drag Queen: Suspiciously Large Woman,2017,6,Comedy,57
9659,The Butch Factor,2009,6,Documentary,88
9660,A Connecticut Yankee in King Arthur's Court,1989,4.8,"Comedy,Family,Fantasy,Musical",106
9661,Sex After Kids,2013,5.4,Comedy,105
9662,I Can I Will I Did,2017,6.9,Drama,110
9663,Bangkok Revenge,2011,4.8,"Action,Crime,Fantasy,Thriller",91
9664,Black Circle Boys,1997,4.9,"Drama,Horror,Thriller",101
9665,Australien Skies,2015,4.9,Documentary,74
9666,Lil Rel: RELevent,2015,5.9,Comedy,42
9667,Facing Mecca,2017,8.2,"Short,Drama",25
9668,Spirit Camp,2009,4.7,"Comedy,Horror",96
9669,"Please, Please Me!",2009,6.4,Comedy,90
9670,Stephen Fry Live: More Fool Me,2014,6.5,Comedy,94
9671,Strange Invaders,2002,6.5,"Horror,Mystery,Sci-Fi",92
9672,9/11 Inside the Pentagon,2016,7.1,"Documentary,History,War",54
9673,Killer Camera Monsters,2020,2.5,"Horror,Thriller",86
9674,The Admiral Was a Lady,1950,5.9,"Comedy,Romance",87
9675,The Flight That Disappeared,1961,5.6,"Adventure,Fantasy,Sci-Fi",71
9676,Camilla Dickinson,2012,5.6,"Family,Romance",117
9677,More Than Frybread,2012,7.9,Comedy,93
9678,Losers Take All,2013,6.4,Comedy,96
9679,Grace Kelly: The American Princess,1987,6.9,"Documentary,Biography",60
9680,Capture Kill Release,2016,5.1,"Drama,Horror,Thriller",96
9681,Gharana Mogudu,1992,7.3,"Action,Comedy,Drama",149
9682,My Guardian Angel,2016,4.7,Thriller,100
9683,Dishonored Lady,1947,6.5,"Crime,Drama,Film-Noir",85
9684,88,2015,5,"Crime,Drama,Mystery,Thriller",108
9685,The Silent Enemy,1958,6.6,"Action,Biography,History,War",112
9686,The Lady Refuses,1931,6,"Drama,Romance",72
9687,Sleepwalking Land,2008,6.8,Drama,97
9688,My Last Love,1999,6.9,"Romance,Drama",92
9689,Rising Tides,2016,7,"Drama,Horror,Thriller",85
9690,The O'Briens,2013,6.7,"Comedy,Family,Romance",84
9691,Ek Niranjan,2009,5.2,Action,150
9692,Dirty Movie,2011,3,Comedy,91
9693,Casanova Brown,1944,6.3,Comedy,94
9694,The Age of Blood,2017,5.9,Action,102
9695,Mr. Rock n Roll: The Alan Freed Story,1999,6.4,"Biography,Drama",120
9696,Autopsy,1975,5.9,"Horror,Mystery,Thriller",86
9697,A Long Way From Home,2013,5.4,"Drama,Romance",80
9698,Devo: Hardcore Live!,2015,8.7,Documentary,85
9699,Mr. What,2015,6.2,"Drama,Family",91
9700,Assisted Fishing,2012,7.8,"Comedy,Family,Sport",101
9701,Banana in a Nutshell,2005,6.1,Documentary,55
9702,A New High,2015,7.3,"Documentary,Action,Adventure,Drama",91
9703,The Deal,2008,5.6,"Comedy,Romance",100
9704,Heroes Two,1974,6.5,"Action,Drama,History",93
9705,Hunting Grounds,2015,3.6,"Horror,Thriller",92
9706,"Shoot, Gringo... Shoot!",1968,5.9,Western,88
9707,Are You in the House Alone?,1978,5.6,"Drama,Horror,Thriller",96
