The Doctor Is Sick,Anthony Burgess,Fiction,3.63,932,1997
"""Surely You're Joking Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Biography & Autobiography,4.28,105685,1985
Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,Fiction,4.39,269,1998
The Hemingway Women,Bernice Kert,Biography & Autobiography,4.17,268,1999
Filth,Irvine Welsh,Fiction,3.74,19875,1998
Hemingway,Michael S. Reynolds,Biography & Autobiography,4.17,463,1999
On Becoming a Novelist,John Gardner,Language Arts & Disciplines,4.11,2241,1999
"""What Do You Care what Other People Think?""",Richard Phillips Feynman;Ralph Leighton,BIOGRAPHY & AUTOBIOGRAPHY,4.27,15646,2001
Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),Patrick O'Brian,Fiction,4.38,2191,2000
Police Brutality,Jill Nelson,Social Science,3.79,44,2001
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism,3.92,233,2001
Strangers on a Train,Patricia Highsmith,Fiction,3.78,12153,2001
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,Biography & Autobiography,4.13,3365,2001
The Feminine Mystique,Betty Friedan,Social Science,3.87,10035,2001
The Bush Dyslexicon,Mark Crispin Miller,Biography & Autobiography,3.56,208,2002
Next: The Future Just Happened,Michael Lewis,Business & Economics,3.67,1271,2002
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,Biography & Autobiography,3.97,7875,2003
Fanny,Erica Jong,Fiction,3.79,943,2003
The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,Science,3.93,241,2003
Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Business & Economics,4.26,78308,2003
Naked Economics: Undressing the Dismal Science,Charles Wheelan,Business & Economics,4.03,5703,2003
The Bacchae of Euripides,Wole Soyinka,Drama,3.85,108,1974
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States (Authorized Edition),National Commission on Terrorist Attacks;National Commission on Terrorist Attacks upon the United States;United States. National Commission on Terrorist Attacks upon the United States;Govt. Commission Usa;Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States;NORTON & CO.;Stati Uniti d' America. National commission on terrorist attacks upon the United States;USA National Commission on Terrorist Attacks Upon the United States,History,3.59,3196,2004
Korea's Place in the Sun: A Modern History (Updated),Bruce Cumings,History,3.76,621,2005
Country of Origin: A Novel,Don Lee,Fiction,3.45,312,2005
Fight Club: A Novel,Chuck Palahniuk,Fiction,4.2,384407,2005
The End of Faith: Religion Terror and the Future of Reason,Sam Harris,Philosophy,3.94,28188,2005
The History of Love: A Novel,Nicole Krauss,Fiction,3.92,107024,2006
Spook: Science Tackles the Afterlife,Mary Roach,Language Arts & Disciplines,3.58,29027,2006
Identity and Violence: The Illusion of Destiny (Issues of Our Time),Amartya Sen,Philosophy,3.85,1157,2007
Another Bullshit Night in Suck City: A Memoir,Nick Flynn,Biography & Autobiography,3.78,9053,2005
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,Health & Fitness,4.27,1420,2000
Living on the Razor's Edge,Matthew D. Selekman,Psychology,4,4,2002
Paradise Lost,John Milton,Literary Criticism,3.81,1882,2005
Anton Chekhov's Selected Plays,Anton Pavlovich Chekhov,Drama,4.01,95,2005
Keats's Poetry and Prose,John Keats,Poetry,4.31,266,2009
A History of Modern Europe,John M. Merriman,History,3.98,62,2004
The Norton Anthology of Western Literature: Beginnings through the Renaissance,Sarah N. Lawall,Literary Criticism,3.95,180,2005
The Norton Anthology of Short Fiction,Ronald Verlin Cassill;Richard Bausch,Fiction,4.17,645,2006
The Norton Anthology of English Literature,Stephen Greenblatt,Literary Collections,4.09,483,2006
Born in Blood and Fire,John Charles Chasteen,History,3.89,1089,2006
The Norton Anthology of Literature by Women,Sandra M. Gilbert;Susan Gubar,Literary Criticism,4.12,84,2007
The Scarlet Letter,Nathaniel Hawthorne;Seymour Lee Gross,Adultery,3.39,232,1988
The Turn of the Screw,Henry James;Deborah Esch;Jonathan Warren,Fiction,3.44,746,1999
Walden ; And Resistance to Civil Government,Henry David Thoreau,Literary Collections,3.95,232,1992
The Awakening,Kate Chopin;Margo Culley,Fiction,3.64,915,1994
Paradise Lost,John Milton;Scott Elledge,Bible,3.81,412,1993
The Foundations of Early Modern Europe 1460-1559,Eugene F. Rice;Anthony Grafton,History,3.67,169,1994
Robinson Crusoe,Daniel Defoe;Michael Shinagel,Fiction,3.67,547,1994
Frankenstein,Mary Wollstonecraft Shelley;J. Paul Hunter,Fiction,3.78,2146,1996
Dracula,Bram Stoker,Fiction,3.99,724147,1997
The Norton Anthology of Theory and Criticism,Vincent B. Leitch,Literary Criticism,4.13,1438,2001
Sense and Sensibility,Jane Austen,Fiction,4.07,740,2002
George Bernard Shaw's Plays,Bernard Shaw,Drama,3.94,120,2002
Death and the King's Horseman,Wole Soyinka;Simon Gikandi,Drama,3.76,249,2003
The Tempest,William Shakespeare;Peter Hulme;William Howard Sherman,Drama,3.81,567,2004
Wuthering Heights,Emily Bronte;Emily Brontë,Fiction,3.84,1041597,2003
Passing,Nella Larsen;Carla Kaplan,Fiction,3.83,323,2007
1 Henry IV,William Shakespeare,Drama,3.82,89,2003
The Scarlet Letter And Other Writings,Nathaniel Hawthorne,Fiction,3.63,2446,2005
A Tear and a Smile,Kahlil Gibran,Philosophy,4.03,2035,1950
The Castle in the Forest,Norman Mailer,Fiction,3.13,2258,2007
Maus,Art Spiegelman,Children of Holocaust survivors,4.34,202242,1991
Race of Scorpions,Dorothy Dunnett,Fiction,4.42,21,1990
Essentials of Classic Italian Cooking,Marcella Hazan,Cooking,4.17,14222,1992
Bernard Shaw's Saint Joan Major Barbara Androcles and the Lion,Bernard Shaw,Drama,3.55,10,1979
Ulysses,James Joyce,,4.17,1868,1958
Hawthorne's Short Stories,Nathaniel Hawthorne,Fiction,4.06,1139,1946
Three Famous Short Novels: short novels Spotted Horses Old Man The Bear,William Faulkner,American fiction,3.86,1433,1963
The Will to Power,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,Philosophy,4.05,7692,1968
The Occult,Colin Wilson,Body Mind & Spirit,3.92,34,1973
The Dot and the Line,Norton Juster,Humor,4.33,55,1991
The Tale of Genji,Murasaki Shikibu,,3.71,307,1977
The Ravishing of Lol Stein,Marguerite Duras,Fiction,3.67,1939,1986
Common Ground,J. Anthony Lukas,Education,4.27,1998,1986
The Civil War a Narrative: Fort Sumter to Perryville,Shelby Foote,History,4.42,9457,1986
The Civil War a Narrative,Shelby Foote,United States,4.53,213,1986
The history of sexuality,Michel Foucault,Philosophy,4.07,2827,1988
The Wall,John Hersey,Fiction,4.28,1784,1988
The Simple Art of Murder,Raymond Chandler,Fiction,4.16,4794,1950
The Long Goodbye,Raymond Chandler,Fiction,4.22,25244,1992
The High Window,Raymond Chandler,Fiction,4.08,12648,1988
Farewell My Lovely,Raymond Chandler,Fiction,4.15,24015,1992
The Big Sleep,Raymond Chandler,Fiction,4.01,97885,1992
Oscar Wilde,Richard Ellmann,Biography & Autobiography,4.24,2616,1988
Green Eggs and Ham,Theodor Seuss Geisel;Dr. Seuss,Juvenile Fiction,4.3,539202,1960
Snow,Roy McKié;Philip D. Eastman,Juvenile Nonfiction,4.15,4264,1962
Happy Birthday to You!,Dr. Seuss,Juvenile Fiction,4.12,4130,1959
McElligot's Pool,,Juvenile Fiction,4.07,4403,1974
Dr. Seuss's Sleep Book,,Juvenile Fiction,4.17,8683,1962
The Phantom Tollbooth,Norton Juster,Juvenile Fiction,4.21,206193,1996
Juniper,Monica Furlong,Occult fiction,4.16,111,1991
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,Juvenile Fiction,4.04,12794,1938
Baby's Animal Friends,Phoebe Dunn,Juvenile Fiction,3.4,15,1988
Winston S. Churchill,Randolph Spencer Churchill;Martin Gilbert,Biography & Autobiography,,,1966
The Languages of Tolkien's Middle-earth,Ruth S. Noel,Fiction,3.97,4635,1980
Winston S. Churchill,Randolph Spencer Churchill,Great Britain,4.25,19,1966
Richard Brautigan's Trout Fishing in America ; The Pill Versus the Springhill Mine Disaster ; And In Watermelon Sugar,Richard Brautigan,Fiction,4.15,8532,1989
The Natural Way to Draw,Kimon Nicolaïdes,Art,3.88,36530,1941
The Turtle and the Monkey,Paul Galdone,Juvenile Fiction,3.76,49,1990
Richard Brautigan's A Confederate General from Big Sur Dreaming of Babylon and The Hawkline Monster,Richard Brautigan,Fiction,4.25,1691,1991
Memoirs of the Second World War,Winston Churchill,Biography & Autobiography,4.4,420,1991
Sauron Defeated,John Ronald Reuel Tolkien,Fiction,4,2508,1992
The Lord of the Rings,J. R. R. Tolkien;Alan Lee,Fiction,,,1992
In Search of Dracula,Raymond T. McNally;Radu Florescu,Biography & Autobiography,3.86,1230,1994
Morgoth's Ring: The legends of Aman,John Ronald Reuel Tolkien,Fiction,4.12,1573,1993
Revenge of the Lawn,Richard Brautigan,Fiction,4.29,2026,1995
The War of the Jewels,John Ronald Reuel Tolkien,Fiction,3.92,3300,1994
The Old Way of Seeing,Jonathan Hale,Architecture,3.89,76,1995
Sector 7,David Wiesner,Juvenile Fiction,4.21,4962,1999
The Riverside Shakespeare,William Shakespeare;Gwynne Blakemore Evans;Irving Babbitt Professor of Comparative Literature Harry Levin;Herschel Baker;J. J. M. Tobin;Anne Barton;Heather Dubrow;William T. Liston;Frank Kermode;Harry Levin;Marie Edel;Hallet Smith;Charles H. Shattuck,Drama,4.55,3702,1996
An American Plague,Jim Murphy,Juvenile Nonfiction,3.8,3338,2003
The Riverside Milton,John Milton,Literary Collections,4.26,740,1998
Demonic Males,Richard W. Wrangham;Dale Peterson,Nature,4.02,662,1996
The Gettysburg Address,Abraham Lincoln,Juvenile Nonfiction,4.53,4967,1997
Roverandom,John Ronald Reuel Tolkien,Fiction,3.87,453,1998
Conversations with God,Neale Donald Walsch,Body Mind & Spirit,4.17,25242,1996
Three Complete Novels,Dick Francis,Fiction,4.21,29,1997
Three Complete Novels,Dean Ray Koontz,Fiction,4.17,19345,2000
Three Complete Novels,Nora Roberts,Fiction,4.4,660,2001
Hercule Poirot's Casebook,Agatha Christie,Detective and mystery stories,4.3,1852,1989
The Last Assassin,Barry Eisler,Fiction,4.25,179,2006
White Lies,Jayne Ann Krentz,Fiction,4.01,7437,2007
John's Story,Tim F. LaHaye,Bible,3.93,1108,2006
Book of the Dead,Patricia Daniels Cornwell,Fiction,3.65,22475,2007
Under Orders,Dick Francis,Fiction,3.86,3985,2006
The Navigator,Clive Cussler,Fiction,3.93,5941,2007
Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed. 1994),,Caterpillars,4.29,3773,2003
Amphigorey,,Comics & Graphic Novels,4.05,35332,1980
Lord of the Flies,William Golding,Fiction,3.67,1122,2003
The Out-of-sync Child Has Fun,Carol Stock Kranowitz,Family & Relationships,4.23,1186,2006
A Clockwork Orange,Anthony Burgess,English drama,3.82,27,1998
The Truth,Terry Pratchett,Drama,4.28,41665,2002
The Name of the World,Denis Johnson,College teachers,3.51,1571,2001
Resuscitation of a Hanged Man,Denis Johnson,,3.69,958,2004
Jesus' Son,Denis Johnson,Short stories,4.13,321,2004
The birds,Aristophanes;Sean O'Brien,Drama,2.67,3,2003
The Presocratic Philosophers,Jonathan Barnes,Philosophy,4.14,63,1982
Introduction to Phenomenology,Dermot Moran,Philosophy,4.25,204,2000
Eats Shoots & Leaves,Lynne Truss,Language Arts & Disciplines,,,2006
A Routledge Literary Sourcebook on Herman Melville's Moby-Dick,Michael J. Davey,Literary Criticism,3.61,50,2004
The Road to Serfdom,Friedrich August Hayek,Business & Economics,4.18,235,2001
Tractatus Logico-philosophicus,Ludwig Wittgenstein,Philosophy,4.06,12924,2001
The Franco-Prussian War,Michael Howard,Foreign Language Study,4.05,190,2001
Phenomenology of Perception,Maurice Merleau-Ponty,Philosophy,4.15,4887,2002
New Media Language,Jean Aitchison;Diana M. Lewis,Language Arts & Disciplines,3,2,2003
Marxism and Literary Criticism,Terry Eagleton,Literary Criticism,3.89,599,2002
The British Empiricists,Stephen Priest,Empiricism,3.87,314,2007
Mary Shelley,Anne Kostelanetz Mellor,Biography & Autobiography,3.93,75,1988
Assemblywomen,Aristophanes;Jeffrey Henderson,Drama,3.92,93,1996
Chomsky on Democracy & Education,Noam Chomsky;Carlos Peregrín Otero,Education,3.93,80,2003
Diana Wynne Jones,Farah Mendlesohn,Biography & Autobiography,4.09,46,2005
The Homecoming,Harold Pinter,Literature,,,1970
Shattered,Dean Ray Koontz,Fiction,3.9,19255,1985
The Psychology of Winning,Denis Waitley,Psychology,4.2,1229,1986
The Regatta Mystery and Other Stories,Agatha Christie,Fiction,3.95,5701,1984
The Cardinal of the Kremlin,Tom Clancy,Intelligence service,4.03,76,1989
The Bone Yard,Dean Koontz,Fiction,4.01,260,1991
Patriot Games,Tom Clancy,Ryan Jack (Fictitious character),4.13,164306,1992
Shadow Fires,Dean Ray Koontz,Fiction,3.78,9527,1987
Without Remorse,Tom Clancy,Fiction,4.18,51824,1994
Paws Before Dying,Susan Conant,Fiction,3.89,424,1991
Clear and Present Danger,Tom Clancy,Intelligence service,4.1,116535,1989
A New Leash on Death,Susan Conant,Fiction,3.79,1081,1994
The Key to Midnight,Dean R. Koontz,Fiction,3.95,24159,1995
Debt of Honor,Tom Clancy,Fiction,4.05,37878,1995
A Pinch of Poison,Claudia Bishop,Fiction,3.58,311,1995
Mind Prey,John Sandford,Fiction,4.21,14337,1996
Thin Air,Robert B. Parker;Copyright Paperback Collection (Library of Congress),Fiction,3.9,3952,1996
Airborne,Tom Clancy,History,3.76,431,1997
The Grass Dancer,Susan Power,Fiction,3.96,2202,1997
Hocus Pocus,Kurt Vonnegut,Fiction,3.82,24973,1997
Virtual Vandals,Tom Clancy;Steve R. Pieczenik;Diane Duane,Fiction,4,3236,1999
The Rapture of Canaan,Sheri Reynolds,Fiction,3.81,31885,1997
One is the Loneliest Number,Tom Clancy;Steve R. Pieczenik,Juvenile Fiction,3.93,413,1999
Here on Earth,Alice Hoffman,Fiction,3.69,41850,1999
Rainbow Six,Tom Clancy,Fiction,4.08,38753,1999
Divide and Conquer,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,Fiction,3.79,2500,2000
Breaking Point,Tom Clancy;Steve R. Pieczenik;Steve Perry,Fiction,3.7,7987,2000
The Raphael Affair,Iain Pears,Fiction,3.55,98,2001
It's Not About the Bike,Lance Armstrong,Biography & Autobiography,3.72,34588,2001
Line of Control,Jeff Rovin;Steve R. Pieczenik,Fiction,3.85,3403,2001
The Bear and the Dragon,Tom Clancy,Fiction,3.82,20248,2001
Phantoms,Dean Ray Koontz,Fiction,3.94,59938,2001
Strangers,Dean Koontz,Fiction,4,38003,2002
Stephen King's Danse Macabre,Stephen King,Fiction,3.63,20474,2001
E,David Bodanis,Science,4.09,6196,2000
Stardust of Yesterday,Lynn Kurland,Fiction,4.09,3663,2001
Tom Clancy's Net Force,Tom Clancy;Steve Perry;Steve Pieczenik,Fiction,3.75,1730,2001
Chosen Prey,John Sandford,Fiction,4.24,22258,2002
Cloak and Dagger,Tom Clancy;Steve R. Pieczenik,Juvenile Fiction,3.95,55,2003
Death Match,Diane Duane,Fiction,4.1,112,2003
Picture Perfect,Jodi Picoult,Fiction,3.54,45142,2002
Mission of Honor,Tom Clancy;Steve Pieczenik;Jeff Rovin,Fiction,3.9,1507,2002
The Magical Worlds of the Lord of the Rings,David Colbert,Fiction,4.08,2053,2002
Shadowland,Peter Straub,Fiction,3.91,10062,2003
Floating Dragon,Peter Straub,Fiction,3.84,10510,2003
Practical Magic,Alice Hoffman,Fiction,3.79,49141,2003
Sea of Fire,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,Fiction,3.89,1203,2003
McNally's Alibi,Vincent Lardo;Lawrence Sanders,Fiction,3.9,219,2003
Lightning,Dean Ray Koontz,Fiction,4.07,47491,2003
Goddess of the Sea,P. C. Cast,Fiction,3.88,7583,2003
The Sea Hunters II,Clive Cussler;Craig Dirgo,History,3.84,1286,2003
Raise the Titanic!,Clive Cussler,Fiction,3.97,20805,2004
Field of Thirteen,Dick Francis,Fiction,3.73,1987,2004
The Bad Place,Dean Koontz,Fiction,3.89,29473,2004
Slay Ride,Dick Francis,Fiction,3.79,2142,2004
Jane's Warlord,Angela Knight,Fiction,3.97,2540,2004
Dirk Pitt,Clive Cussler,Arctic regions,3.84,17702,2004
The Mediterranean Caper,Clive Cussler,Fiction,3.77,14660,2004
10 Lb. Penalty,Dick Francis,Fiction,3.89,3363,2004
Goddess of Spring,P. C. Cast,Fiction,4.22,7259,2004
Guilty Pleasures,Laurell K. Hamilton,Fiction,4.02,112848,2004
Odds Against,Dick Francis,Fiction,4.05,3613,2005
Death's Acre,Bill Bass;William M. Bass;Jon Jefferson,True Crime,4.18,8118,2004
Pattern Recognition,William Gibson,Fiction,3.87,37313,2005
Blow Fly,,Fiction,3.76,31269,2004
Master of the Night,Angela Knight,Fiction,3.88,4597,2004
Blood Sport,Dick Francis,Fiction,3.87,4475,2004
Trojan Odyssey,Clive Cussler,Fiction,3.93,14788,2004
The Glass House,Ashley Gardner,Fiction,4.04,1076,2004
Break in,Dick Francis,Fiction,4.03,3608,2005
Murder on the Orient Express,Agatha Christie,Fiction,4.16,144452,2004
The Magyar Venus,Lyn Hamilton,Fiction,3.72,255,2005
Tom Clancy's Splinter Cell,David Michaels,Fiction,3.85,10106,2004
Goddess of Light,P. C. Cast,Fiction,4.04,5423,2005
Master of the Moon,Angela Knight,Fiction,4.13,2859,2005
Hideaway,Dean Ray Koontz,Fiction,3.83,29475,2005
Lost City,Clive Cussler,Fiction,3.89,211,2005
Black Wind,Clive Cussler;Dirk Cussler,Fiction,3.85,9757,2006
The Archimedes Effect,Tom Clancy;Steve Perry;Steve R. Pieczenik;Larry Segriff,Fiction,3.98,1238,2006
Dark Watch,Clive Cussler;Jack B. Du Brul,Fiction,4.09,5749,2005
Shakespeare's Landlord,Charlaine Harris,Fiction,3.76,22369,2005
Captive Dreams,Angela Knight;Diane Whiteside,Fiction,3.91,1349,2006
Danse Macabre,Laurell K. Hamilton,Fiction,3.81,788,2006
Goddess of the Rose,P. C. Cast,Fiction,4.14,5367,2006
Master of Swords,Angela Knight,Fiction,4.2,2784,2006
Boys That Bite,Mari Mancusi,Juvenile Fiction,3.68,10490,2006
Shadow of the Moon,Rebecca York,Fiction,3.79,530,2006
Steamed,Jessica Conant-Park;Susan Conant,Fiction,3.47,942,2007
Rat Race,Dick Francis,Fiction,3.94,2308,2006
Mysteria,MaryJanice Davidson,Fiction,3.72,3006,2006
Skeleton Coast,Clive Cussler,Fiction,4.12,7355,2006
Strange Candy,Laurell K. Hamilton,Fiction,3.75,15140,2006
Bit the Jackpot,Erin McCarthy,Fiction,3.88,4186,2006
Prince of Ice,Emma Holly,Fiction,3.99,1323,2006
Checkmate,David Michaels;Tom Clancy,Fiction,3.93,3815,2006
Shakespeare's Champion,Charlaine Harris,Fiction,3.83,13645,2006
Cause of Death,Patricia Daniels Cornwell,Fiction,3.93,37965,2007
Over the Moon,Angela Knight;MaryJanice Davidson;Virginia Kantra;Sunny,Fiction,3.9,3651,2007
Wicked Ties,Shayla Black,Fiction,3.96,22083,2007
Labyrinth,Kate Mosse,Fiction,3.57,39225,2007
Master of Dragons,Angela Knight,Fiction,4.22,3155,2007
Eyes of Prey,John Sandford,Fiction,4.18,18139,2007
At Risk,Patricia Daniels Cornwell,Fiction,3.4,9832,2007
Goddess of Love,P. C. Cast,Fiction,4.05,4359,2007
New Moon,Rebecca York,Fiction,3.86,626,2007
The Harlequin,Laurell K. Hamilton,Fiction,3.91,37413,2007
Cat's Cradle,Andrew Cartmel,Fiction,3.52,391,1991
The Hannibal Lecter Trilogy,Thomas Harris,Lecter Hannibal (Fictitious character),4.42,789,2001
Death of a Salesman,Arthur Miller,American drama,3.5,146272,1994
His Dark Materials,Nicholas Wright;Philip Pullman,Children's plays,4.04,93,2005
When Rain Clouds Gather,Bessie Head,Fiction,3.84,993,1995
The Complete Works of George Orwell,George Orwell,,4.11,20,1986
Harry Potter and the Chamber of Secrets (Book 2),Rowling J.K.,Juvenile Fiction,4.41,2115562,2015
10 Things I Hate about You,David Levithan;Karen McCullah Lutz;Kirsten Smith,Dating (Social customs),4.11,1414,1999
The Mouse and His Child,Russell Hoban;David Small,Juvenile Fiction,3.97,1780,2001
Castle,Garth Nix,Juvenile Fiction,3.87,5656,2000
The Violet Keystone,Garth Nix,Juvenile Fiction,3.97,4984,2001
The Pen is Mightier Than the Sword,Anne Mazer,Juvenile Fiction,3.96,1063,2001
Mary Queen of Scots Queen Without a Country,Kathryn Lasky,Juvenile Fiction,3.82,4682,2002
The Call of the Wild,Jack London,Juvenile Fiction,3.85,255627,2000
Holes,Louis Sachar,Blind,3.95,844072,1998
Freak the Mighty,W. Rodman Philbrick,Juvenile Fiction,4,39447,2001
Alice in Wonderland,Lewis Carroll,Juvenile Fiction,4.01,133,2002
No More Dead Dogs,Gordon Korman,Drama,3.71,11,2001
Conversations with J.K. Rowling,Lindsey Fraser,Juvenile Nonfiction,3.99,4184,2001
Quidditch Through the Ages,J. K. Rowling,Animals Mythical,4.4,11459,2001
Every cloud has a silver lining,Anne Mazer,Diaries,3.93,29,2001
Harry Potter and the Order of the Phoenix (Book 5),Rowling J.K.,Juvenile Fiction,4.49,1996446,2015
Enchantress from the Stars,Sylvia Louise Engdahl,Juvenile Fiction,3.94,29,2002
The truth about Stacey,Ann M. Martin,Babysitters Club (Imaginary organization),3.85,50,2002
The Story of a Seagull and the Cat who Taught Her to Fly,Luis Sepúlveda;Margaret Sayers Peden;Chris Sheban,Juvenile Fiction,4.13,4791,2003
Don't Know Much about American History,Kenneth C. Davis,United States,3.9,21169,2003
The Journey,Kathryn Lasky,Juvenile Fiction,4,10946,2003
The Rescue,Kathryn Lasky,Juvenile Fiction,4.07,9852,2004
Guardians of Ga'Hoole #4: The Siege,Kathryn Lasky,Fantasy,4.1,8964,2003
The Summit,Gordon Korman,Juvenile Fiction,3.96,2515,2002
The Girl the Dragon and the Wild Magic,Dave Luckett,Juvenile Fiction,3.86,450,2003
Eat!,Roberta Grobel Intrater,Juvenile Nonfiction,3.95,54,2002
The Time Machine,H. G. Wells;Melvin Burgess,Juvenile Fiction,3.88,263,2004
Drowned Wednesday,Garth Nix,Juvenile Fiction,3.86,22909,2006
Hope Springs Eternal,Kristiana Gregory,Juvenile Fiction,4.26,128,2005
Math Fables,Greg Tang,Juvenile Nonfiction,4.06,0,2004
Midnight for Charlie Bone,Jenny Nimmo,Juvenile Fiction,3.81,35714,2003
The Seventh Tower,Garth Nix,Juvenile Fiction,4.12,61,2004
Anacaona Golden Flower,Edwidge Danticat,Juvenile Fiction,3.74,1651,2005
The Discovery,Gordon Korman,Juvenile Fiction,3.72,1820,2003
The Deep,Gordon Korman,Juvenile Fiction,3.78,1404,2003
Catwings,Ursula K. Le Guin,Juvenile Fiction,4.08,6304,2003
Harry Potter and the Chamber of Secrets,J. K. Rowling;Mary GrandPre,Juvenile Fiction,4.41,6267,2003
Harry Potter and the Sorcerer's Stone (Book 1),Rowling J.K.,Juvenile Fiction,4.47,5629932,2015
SCHOLASTIC SUCCESS WITH 4TH GRADE(WORKBOOK),Terry Cooper,Education,4.57,7,2003
The Invisible Man,H. G. Wells;M. T. Anderson,Juvenile Fiction,3.63,321,2004
The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle;Eoin Colfer,Juvenile Fiction,4.31,811,2004
Let Down Your Hair,Jane B. Mason;Sarah Hines-Stephens,Juvenile Fiction,3.83,446,2004
How to Draw the Legend of Zelda,Michael Teitelbaum;Ron Zalme,Juvenile Nonfiction,4.19,60,2004
Werewolves Don't Run For President,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,3.87,254,2004
Chasing the Falconers,Gordon Korman,Juvenile Fiction,4.05,4511,2005
The Fugitive Factor,Gordon Korman,Juvenile Fiction,4.13,2464,2005
The Stowaway Solution,Gordon Korman,Juvenile Fiction,4.11,2006,2005
Public Enemies,Gordon Korman,Juvenile Fiction,4.19,2024,2005
Hunting the Hunter,Gordon Korman,Juvenile Fiction,4.21,1892,2006
Harry Potter and the Prisoner of Azkaban (Book 3),Rowling J.K.,Juvenile Fiction,4.55,2149872,2015
Underworld,Jude Watson,Juvenile Fiction,3.96,799,2005
Harry Potter,J. K. Rowling,Juvenile Fiction,4.78,38872,2004
Do Not Open this Book!,Michaela Muntean,Juvenile Fiction,3.89,503,2006
Lady Friday,Garth Nix,Juvenile Fiction,3.92,19083,2007
Thetale of Despereaux,Kate DiCamillo,Fairy tales,4.03,705,2004
Inkheart,Cornelia Caroline Funke,Juvenile Fiction,3.87,309700,2005
Where We Are what We See,David Levithan,Juvenile Nonfiction,3.73,41,2005
Sunny the Yellow Fairy,Daisy Meadows,Juvenile Fiction,3.83,2296,2003
Sky the Blue Fairy,Daisy Meadows;Georgie Ripper,Juvenile Fiction,3.83,2191,2005
Inky the Indigo Fairy,Daisy Meadows,Juvenile Fiction,3.79,1971,2006
Heather the Violet Fairy,Daisy Meadows,Juvenile Fiction,3.85,2197,2006
Fourth of July mice,Bethany Roberts,Music,3.23,1,2005
Harry Potter and the Half-Blood Prince (Book 6),Rowling J.K.,Juvenile Fiction,4.56,1944099,2015
Your Best Friend's Boyfriend,J. E. Bright,Juvenile Fiction,3.35,48,2006
The Case of the Snowboarding Superstar,James Preller,Juvenile Fiction,3.97,117,2006
Thorn in Her Side,Jane B. Mason;Sarah Hines-Stephens,Juvenile Fiction,3.87,210,2006
Gothic!,Deborah Noyes,Horror stories,3.55,14,2005
A break with charity,Ann Rinaldi,Trials (Witchcraft),3.79,37,2005
Runny Babbit,Shel Silverstein,Children's poetry American,4.12,51,2005
The Harry Potter Collection,J. K. Rowling,Juvenile Fiction,4.73,27410,2005
No Accident,Emily Blake,Juvenile Fiction,4.17,319,2006
The Abduction,Gordon Korman,Juvenile Fiction,3.99,3232,2006
The Rescue,Gordon Korman,Juvenile Fiction,4.11,1818,2006
Mister Monday,Garth Nix,Juvenile Fiction,3.78,30795,2005
Ghosthunters and the Muddy Monster of Doom!,Cornelia Caroline Funke,Ghost stories,3.92,510,2007
The Trouble with Violet,Anne Mazer,Juvenile Fiction,3.9,221,2007
Violet Makes a Splash,Anne Mazer,Juvenile Fiction,3.95,116,2007
Guardians of Ga'hoole,Kathryn Lasky,Juvenile Fiction,4.25,595,2006
This is Push,David Levithan,Juvenile Fiction,3.62,222,2007
The Case of the Kidnapped Candy,James Preller,Juvenile Fiction,3.74,100,2007
Awakening,Robin Wasserman,Juvenile Fiction,3.95,2551,2007
Betrayal,Robin Wasserman,Juvenile Fiction,3.97,1431,2007
Hello! Is That Grandma?,Ian Whybrow;Deborah Allwright,Children's stories,3.51,54,2007
Savage Stone Age Sticker Book,Terry Deary;Martin Brown,Stone age,4,9,2005
Trickster's Choice,Tamora Pierce,Alanna (Fictitious character : Pierce),4.28,43122,2004
Northern Lights,Philip Pullman,Arctic regions,3.96,751,2001
His Dark Materials,Philip Pullman,Children's stories English,4.26,304,2001
Mary Queen of Scots and Her Hopeless Husbands,Margaret Simpson,Queens,3.68,126,2001
A Man's Protection,Jayne Castle,,3.88,266,1982
The New Centurions,Joseph Wambaugh,Fiction,3.93,2068,1987
A Pinch of Snuff,Reginald Hill,Fiction,3.85,1052,1990
Suffer the Children,John Saul,Fiction,3.91,27480,1989
Tai-Pan,James Clavell,Fiction,4.27,38015,1966
Tinsel,William Goldman,Fiction,3.18,253,1980
Serenissima,Erica Jong,Fiction,3.26,271,1988
