Once a Wolf,Stephen R. Swinburne;Jim Brandenburg,Juvenile Nonfiction,4.06,42,2001
Stern Men,Elizabeth Gilbert,Fiction,3.39,4065,2001
Colter,Rick Bass,Biography & Autobiography,3.86,446,2001
Chimera,John Barth,Fiction,3.73,1727,2001
Henry Adams and the Making of America,Garry Wills;Pulitzer Prize-Winning Journalist and Historian Garry Wills,Biography & Autobiography,3.79,91,2005
Nixon Agonistes,Garry Wills,Biography & Autobiography,4.12,427,2002
The Lord of the Rings,J. R. R. Tolkien,Fiction,4.49,216,2001
Hear the Wind Blow,Mary Downing Hahn,Juvenile Fiction,4.05,246,2003
Midnight is a Place,Joan Aiken,Juvenile Fiction,3.91,838,2002
Silent Spring,Rachel Carson,Nature,3.97,28033,2002
The Best American Sports Writing 2003,Glenn Stout;Buzz Bissinger,Sports & Recreation,3.85,48,2003
Two of Us,Peter Smith,Biography & Autobiography,3.53,51,2004
Queen of Scots,John Alexander Guy,History,3.95,1637,2004
Inventing America,Garry Wills,History,3.92,151,2002
The Lord of the Rings,Jude Fisher,Fiction,4.51,4501,2002
The Lord of the Rings,Brian Sibley,Performing Arts,4.46,7624,2002
The Hobbit Or There and Back Again,John Ronald Reuel Tolkien,Juvenile Fiction,4.26,2364968,2001
The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,4.49,1606,2002
The Best American Mystery Stories 2004,Nelson DeMille;Otto Penzler,Fiction,3.53,95,2004
Fergus and the Night-Demon,Jim Murphy,Juvenile Fiction,3.71,70,2006
The Fellowship of the Ring,J. R. R. Tolkien,Fiction,4.35,2009749,2003
The Hermit's Story,Rick Bass,Fiction,4.12,427,2003
The Lord of the Rings,Chris Smith,Literary Criticism,4.53,18934,2003
JRR Tolkien Companion & Guide,Christina Scull;Wayne G. Hammond,Literary Criticism,4.53,37,2006
The Maps of Tolkien's Middle-earth,Brian Sibley,Fiction,4.13,7585,2003
Understanding the Lord of the Rings,Neil D. Isaacs;Rose A. Zimbardo,Literary Criticism,4.02,2063,2005
Dunk,David Lubar,Juvenile Fiction,3.8,888,2004
The Bake Shop Ghost,Jacqueline K. Ogburn;Marjorie Priceman,Juvenile Fiction,4.26,236,2005
Reefer Madness,Eric Schlosser,Business & Economics,3.77,5187,2004
The Last Shot,Darcy Frey,Sports & Recreation,4.16,4979,2004
Dark Star Safari,Paul Theroux,Travel,3.96,10830,2004
The Best American Sports Writing 2006,Glenn Stout;Michael Lewis,Sports & Recreation,3.75,81,2006
Since 1500 Chapters 15-30,Richard W. Bulliet,Science,4,8,2005
Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,Fiction,3.62,53,2004
Fun Home,Alison Bechdel,Biography & Autobiography,4.09,48909,2006
Natural Health Natural Medicine,Andrew Weil,Health & Fitness,4.12,568,2004
The Namesake,Jhumpa Lahiri,Fiction,3.98,203953,2004
Entre Amis,Michael Oates;Larbi Oukada,Foreign Language Study,3.52,21,2005
The Lord of the Rings Complete Visual Companion,Jude Fisher,Fiction,4.5,343,2004
The Heart is a Lonely Hunter,Carson McCullers,Fiction,3.97,2594,2000
Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,Juvenile Fiction,3.62,84,2006
Tolkien And The Great War,John Garth,Biography & Autobiography,3.7,6167,2005
The Two Towers,John Ronald Reuel Tolkien,Fiction,4.44,2197,2004
The Lord of the Rings: The return of the king,John Ronald Reuel Tolkien,Fantasy fiction,4.52,1607,1967
The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,Travel,3.93,488,2006
The Best American Spiritual Writing 2006,Philip Zaleski,Literary Collections,3.52,28,2006
The Polar Express,Chris Van Allsburg,Juvenile Fiction,4.3,83,2005
Mcdougal Littell Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,Juvenile Nonfiction,2.5,2,2005
Bury the Chains,Adam Hochschild,History,4.27,1258,2006
The Ancestor's Tale,Richard Dawkins;Yan Wong,Science,4.13,18593,2005
The Lord of the Rings Sketchbook,Alan Lee,Art,4.27,9593,2005
Gossamer,Lois Lowry,Juvenile Fiction,3.89,13463,2006
In the Lake of the Woods,Tim O'Brien,Fiction,3.78,14031,2006
Chew on this,Eric Schlosser;Charles Wilson,Juvenile Nonfiction,3.75,3640,2006
The Diezmo,Rick Bass,Fiction,3.46,11,2006
Three Nights in August,H. G. Bissinger;Buzz Bissinger,Sports & Recreation,3.87,6560,2006
Extremely Loud and Incredibly Close,Jonathan Safran Foer,Fiction,3.98,325230,2006
The Hungry Tide,Amitav Ghosh,Fiction,3.94,11220,2006
King Leopold's Ghost,Adam Hochschild,History,4.16,95,2006
The Chosen,Jerome Karabel,Education,4.06,193,2006
Children of Húrin,John Ronald Reuel Tolkien,Fiction,3.97,2612,2007
The Ideology of the Aesthetic,Terry Eagleton,Literary Criticism,4.13,257,1991
On Certainty,Ludwig Wittgenstein,Philosophy,4.16,69,1991
Western Philosophy,John G. Cottingham,Philosophy,4.06,66,1996
Liberals and Communitarians,Stephen Mulhall;Adam Swift,Political Science,4.04,26,1996
Philosophical Investigations,Ludwig Wittgenstein,Philosophy,4.23,10629,1991
Michael W. Smith,Michael W. Smith,Music,3.8,4,2002
The Mystery of the Ancient Pyramid (Cairo Egypt),Carole Marsh,Juvenile Fiction,3.61,27,2006
The Gospel According to Tolkien,Ralph C. Wood,Literary Criticism,4.07,538,2003
That Godless Court?,Ronald Bruce Flowers,Religion,3.54,12,2005
Luther and Erasmus,Ernest Gordon Rupp;Philip Saville Watson,Religion,3.81,107,1969
The New Spirit,Havelock Ellis,,4.24,138227,1970
Self-made Man,Norah Vincent,Social Science,3.32,4053,2006
Swapping Lives,Jane Green,Fiction,3.58,24212,2005
The Roald Dahl Treasury,Roald Dahl,Juvenile Fiction,4.43,2091,2003
Mayflower,Nathaniel Philbrick,History,3.87,29543,2006
Special Topics in Calamity Physics,Marisha Pessl,Fiction,3.71,31644,2006
Helen of Troy,Margaret George,Fiction,3.92,8104,2006
Dust,Martha Grimes,Fiction,3.64,2532,2007
The Mistress's Daughter,A. M. Homes,Biography & Autobiography,3.28,3218,2007
Vinyl Cafe Diaries,Stuart McLean,Canada,4.19,883,2003
Death of a Salesman,Arthur Miller,Fiction,3.5,1197,1967
Spycatcher,Peter Wright,Espionage,3.72,154,1987
The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,Juvenile Fiction,4.25,4671,1997
Haroun and the Sea of Stories,Salman Rushdie,Fiction,4.01,21536,1999
Matthew Flinders' Cat,Bryce Courtenay,Alcoholics,3.8,2627,2002
Artemis Fowl,Eoin Colfer,Children's stories,4.05,179,2003
In the Shadow of No Towers,Art Spiegelman,Graphic novels,3.68,2818,2004
Echo Platoon,Richard Marcinko;John Weisman,Fiction,3.95,530,2001
Pieces,Stephen Chbosky,Fiction,3.52,1087,2000
The Law of Enclosures,Dale Peck,Fiction,3.65,73,1997
You Belong To Me,Mary Higgins Clark,Fiction,3.86,20406,1999
Runaways,V.C. Andrews,Fiction,3.77,5004,1998
Private Parts,Howard Stern;John D. Simons,Biography & Autobiography,3.76,3746,1997
My Gal Sunday,Mary Higgins Clark,Fiction,3.57,5220,2003
The Millionaire Next Door,Thomas J. Stanley;William D. Danko,Biography & Autobiography,4.02,56189,1998
The Tenth Man,Graham Greene,Fiction,3.72,2769,1998
The Gun Seller,Hugh Laurie,Fiction,3.68,14183,1998
She's Come Undone,Wally Lamb,Fiction,3.86,281643,1998
Morgan's Run,Colleen McCullough,Fiction,3.94,3394,2002
The October Horse,Colleen McCullough,Fiction,4.28,4186,2003
Bag of Bones,Stephen King,Fiction,3.89,147964,1999
Wither,J G Passarella,Fiction,3.72,531,2000
The Last Dance,Ed McBain,Fiction,3.69,727,2000
The Empty Chair,Jeffery Deaver,Fiction,4.07,448,2001
Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,Fiction,3.88,2001,1998
All Through the Night,Mary Higgins Clark,Fiction,3.7,6116,1999
The Fuck Up,Arthur Nersesian,Fiction,3.57,10013,1999
How to Stop Worrying and Start Living,Dale Carnegie,Psychology,4.11,57572,2004
Present Tense,L. A. Graf,Fiction,3.65,170,2002
Carrie,Stephen King,Fiction,3.95,2663,2002
Salem's Lot,Stephen King,Fiction,4.01,3386,1999
Ice,V. C. Andrews,Fiction,3.75,2406,2001
The Living Blood,Tananarive Due,Fiction,4.33,1777,2002
Diablo: Legacy of Blood,Richard A. Knaak,Fiction,3.77,2039,2001
The Girl Who Loved Tom Gordon,Stephen King,Fiction,3.58,1962,1999
Venice: Lion City,Garry Wills,History,3.74,121,2002
Uncle Shelby'S Abz Book,Shel Silverstein,Education,4.37,2503,1985
Confessions of an Actor,Laurence Oliver,Performing Arts,3.71,272,1982
Soldier general of the army president-elect 1890-1952,Stephen E. Ambrose,Biography & Autobiography,4.2,152,1985
The Bluest Eye,Toni Morrison,African Americans,4.01,239,1972
Mornings on Horseback,David McCullough,Biography & Autobiography,4.12,21832,1982
Sweet and Low,Emma Lathen,Fiction,3.82,73,1982
The Canterbury Tales of Geoffrey Chaucer,Simon & Schuster Limited,Poetry,3.49,35,2004
Guilty as Charged,Scott Turow,Fiction,3.76,147,1996
The Night Awakens,Mary Higgins Clark,Fiction,3.5,158,2000
The Leader In You,Dale Carnegie,Self-Help,4.09,3550,1995
Sharp Edges,Jayne Ann Krentz,Fiction,3.86,2794,1998
Harvest,Tess Gerritsen,Fiction,4.1,15234,1997
Life Support,Tess Gerritsen,Fiction,3.99,10757,1998
Alien Stars,C. J. Cherryh;Haldeman Joe W;Mitchell Elizabeth;Zahn Timothy,Fiction,3.55,58,1985
Orchid,Jayne Castle,Fiction,4.15,3654,1998
The Man Who Sold The Moon,Robert A. Heinlein,Fiction,3.9,8933,2000
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann;Phyllis Haddox;Elaine Bruner,Education,4.15,2083,1986
Field Guide to Home Buying in America,Stephen M. Pollan;Mark Levine,Business & Economics,2.5,4,1988
Wind Child,Nancy Harding,Fiction,3.2,10,1990
Anne Frank Remembered,Miep Gies;Alison Leslie Gold,History,4.28,52443,1988
Ghost Story,Peter Straub,Fiction,3.95,59658,1989
Blue World,Robert R. McCammon,Fiction,3.93,4335,1990
Cyclops,Clive Cussler,Fiction,3.87,11445,1989
The Seven Habits of Highly Effective People,Stephen R. Covey,Business & Economics,4.09,2419,1990
A Cast of Corbies,Josepha Sherman;Mercedes Lackey,Fiction,3.78,2026,1994
Shakespeare's Sonnets,Helen Hunt;William Shakespeare,Drama,4.25,670,2004
The Color Purple,Alice Walker,Fiction,4.19,425928,1985
Night of the Fox,Jack Higgins,Fiction,3.91,4808,1991
Wolf's Hour,Robert McCammon,Fiction,4.05,8478,1990
Journey To Ixtlan,Carlos Castaneda,Body Mind & Spirit,4.13,8139,1991
Second Ring of Power,Carlos Castaneda,Fiction,4.02,2692,1991
Power of Silence,Carlos Castaneda,Fiction,4.21,2189,1991
Fire from Within,Carlos Castaneda,Body Mind & Spirit,4.13,2477,1984
Tales of Power,Carlos Castaneda,Fiction,4.15,4405,1992
STINGER,Robert McCammon,Fiction,3.87,5715,1988
The Story of Philosophy,Will Durant,Biography & Autobiography,4.11,10039,1991
Swan Song,Robert McCammon,Fiction,4.28,44348,1987
Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,4.06,65988,1990
Boy's Life,Robert McCammon,Fiction,4.35,17365,1992
Joy Within,Joan Goldstein;Manuela Soares,Body Mind & Spirit,4.38,8,1990
Mystery Walk,Robert R. McCammon,Fiction,3.87,2242,1992
Justine,Lawrence Durrell,,3.9,44,1969
The Hidden Persuaders,Vance Packard,Advertising,3.89,14,1958
Best Stories,Hugh Garner,,3.68,18590,1971
Principle Centered Leadership,Stephen R. Covey,Business & Economics,4.09,14453,1992
In the Name of Love,Ann Rule,Literary Criticism,4.03,1308,1998
Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,Fiction,3.48,1139,1992
Scar Lover,Harry Crews,Fiction,3.78,776,1993
End zone,Don DeLillo,Fiction,3.64,2099,1973
The Good Earth,Pearl Sydenstricker Buck,China,3.98,54,1958
Star Trek,Alan Dean Foster,,3.71,21,1995
Lincoln at Gettysburg,Garry Wills,History,4.13,119,1992
Forever After,Roger Zelazny,Fiction,3.71,232,1995
The Ship Avenged,S. M. Stirling,Fiction,4.06,3155,1997
The Free Bards,Lackey,Fiction,4.18,1517,1997
Berserkers,Fred Saberhagen,Fiction,3.73,226,1998
What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,Education,3.85,4749,1994
Daily Reflections for Highly Effective People,Stephen R. Covey,Business & Economics,3.9,328,1994
Seamus Heaney,Helen Hennessy Vendler,Literary Criticism,4.08,60,2000
American Tragedy,David E. Kaiser,History,3.5,29,2000
This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,Literary Criticism,4.31,778,2002
The Gardens of Emily Dickinson,Judith FARR;Louise Carter,Architecture,3.86,50,2005
Rebecca's Revival,Jon F Sensbach,Biography & Autobiography,3.68,125,2005
The Writer of Modern Life,Walter Benjamin,Literary Criticism,4.3,262,2006
Iron Kingdom,Christopher M. Clark;University Christopher Clark MD,History,4.14,2413,2006
Ancilla to the Pre-Socratic Philosophers,Mary Fitt;Kathleen Freeman,Philosophy,4.22,46,1983
Doubling the Point,Professor of General Literature J M Coetzee;J. M. Coetzee,Literary Criticism,4.04,81,1992
Ethics and the Limits of Philosophy,Bernard Williams,Philosophy,4.05,520,1985
The Ethics of Authenticity,Charles Taylor,Philosophy,3.9,630,1992
The Fate of Reason,Frederick C. Beiser,Philosophy,4.49,109,1993
New Worlds Ancient Texts,Anthony Grafton;Nancy G. Siraisi;April Shelford,History,3.58,70,1992
The Art of Shakespeare's Sonnets,Helen Vendler,Literary Criticism,4.3,575,1999
Origins of the Modern Mind,Merlin Donald,Medical,4.17,88,1991
Playing in the Dark,Toni Morrison,Literary Criticism,4.22,3428,1992
The Principles of Psychology,William James,Psychology,4.18,3,1981
The Roman Empire,Colin Michael Wells,History,3.58,101,1995
Sex and Reason,Richard A. POSNER,Law,3.9,74,1994
Sor Juana Or The Traps of Faith,Octavio Paz,Literary Criticism,4.21,41,1988
Sources of the Self,Charles Taylor,Philosophy,4.19,1303,1989
Summer for the Gods,,Law,3.9,1416,1998
Time's Arrow Time's Cycle,Stephen Jay Gould,Science,3.92,311,1987
The Visible Hand,Alfred D. Chandler Jr.,Business & Economics,3.99,208,1977
Wittgenstein on Rules and Private Language,Saul A. Kripke,Philosophy,4.01,846,1982
The World the Text and the Critic,Edward W. Said,Literary Criticism,4.19,194,1983
De officiis,Marcus Tullius Cicero;Walter Miller,Fiction,3.95,104,1975
Metamorphoses,Publius Ovidius Naso (Dichter),Mythology Classical,4.42,757,1984
Metamorphoses,Ovid,Science,4.57,60,1976
Plato in twelve volumes,Plato,Literary Criticism,4.39,426,1975
History of the Peloponnesian War,Thucydides,History,4.28,33,1976
Hiero,Xenophon,Electronic books,3.94,18,1925
Cicero in Twenty-eight Volumes,Marcus Tullius Cicero,Consuls Roman,,,1967
Epictetus,Epictetus,Philosophy,4.35,107,1967
The Art of Love and Other Poems,Ovid,Love poetry,4.02,93,1985
Plato with an English Translation,Plato,Philosophy Ancient,,,1914
Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,Biography & Autobiography,4.31,16,1965
Αλκηστισ,Euripides,Alcestis (Greek mythology),4.47,30,1994
Fragmenta,Plutarcus;Ευριπιδες,Literary Criticism,3.97,27,1999
Hesiod,Hesiodtus,Agriculture,4.03,33,2006
Never Let Me Go,Kazuo Ishiguro,Boarding school-fiction,3.81,1091,2006
Gift from the Sea,,Biography & Autobiography,4.17,1314,1991
Doctor Faustus,Thomas Mann,Fiction,4.08,86,1992
Toni Morrison,Toni Morrison,African Americans,3.8,389,1994
The Aeneid,Virgil,Poetry,3.83,176,1992
If on a Winter's Night a Traveler,Italo Calvino;William Weaver,Fiction,4.06,1412,1993
The Stranger,Albert Camus;Matthew Ward,Fiction,3.97,1041,1993
Crime and Punishment,Fyodor Dostoyevsky,Fiction,4.2,6890,1993
Selected Short Stories of William Faulkner,William Faulkner,Fiction,4.09,1001,1993
The Complete Collected Poems of Maya Angelou,Maya Angelou,Poetry,4.42,7701,1994
The Sword of Honour Trilogy,Evelyn Waugh,Fiction,4.24,1068,1994
Gargantua and Pantagruel,François Rabelais,Fiction,3.71,50,1994
In the Kitchen with Rosie,Rosie Daley,Cooking,3.03,752,1994
Rabbit Angstrom,John Updike,Fiction,4.26,1492,1995
A fine balance,Rohinton Mistry,Fiction,4.36,51,1996
The Sibley Field Guide to Birds of Western North America,,Nature,4.7,709,2003
Swann's Way,Marcel Proust,Fiction,4.14,247,1992
The Sound and the Fury,William Faulkner,Fiction,3.86,495,1992
Stars in Their Courses,Shelby Foote,History,4.45,1407,1994
The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,Poetry,4.49,1264,1994
Fear and Loathing in Las Vegas and Other American Stories,Hunter S. Thompson,Biography & Autobiography,4.21,1689,1998
Blood Meridian Or The Evening Redness in the West,Cormac McCarthy,Fiction,4.18,1206,2001
In Search of Lost Time Volume IV,Marcel Proust,Fiction,,,2000
The Red and the Black,Stendhal,Fiction,3.87,76,2003
The Killer Angels,Michael Shaara,Fiction,4.32,410,2004
The Collected Autobiographies of Maya Angelou,Maya Angelou,Biography & Autobiography,4.62,961,2004
The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,3.87,5994,2006
Darkness Visible,William Styron,Biography & Autobiography,4.04,378,2007
The Fall,Albert Camus,Fiction,4.05,50175,1956
Hiroshima,John Hersey,History,3.96,49487,1989
Mama Day,Gloria Naylor,Fiction,4.17,8690,1989
Where I'm Calling from,Raymond Carver,Fiction,4.42,17969,1989
Running Dog,Don DeLillo,Fiction,3.42,1285,1989
The Names,Don DeLillo,Fiction,3.64,2990,1989
What We Talk about when We Talk about Love,Raymond Carver,Fiction,4.18,34613,1989
Gideon's Trumpet,Anthony Lewis,History,3.9,2193,1989
Invisible Man,Ralph Ellison,African American men,3.86,318,1990
Lolita,Vladimir Vladimirovich Nabokov,Fiction,3.89,18462,1997
Cathedral,Raymond Carver,Fiction,4.29,21140,1989
The History of Sexuality,Michel Foucault,Sex customs,4.04,14218,1990
I Claudius,Robert Graves,Fiction,4.27,43469,1989
No Exit and Three Other Plays,Jean-Paul Sartre,Drama,4.1,23906,1989
Ada Or Ardor a Family Chronicle,Vladimir Vladimirovich Nabokov,Fiction,4.14,7620,1990
Aké,Wole Soyinka,Biography & Autobiography,3.92,1213,1981
Strong Opinions,Vladimir Vladimirovich Nabokov,Literary Collections,3.99,745,1990
Mary,Владимир Владимирович Набоков,Fiction,3.67,3267,1989
The Complete Monty Python's Flying Circus,Graham Chapman;Monty Python (Comedy troupe);Terry Gilliam;Eric Idle;Terry Jones,Humor,4.44,1191,1989
The Defense,Vladimir Vladimirovich Nabokov;Michael Scammell,Fiction,3.95,6967,1990
The Eye,Владимир Владимирович Набоков,Fiction,3.68,2772,1990
The Annotated Lolita,Владимир Владимирович Набоков;Vladimir Vladimirovich Nabokov,Fiction,3.89,2919,1991
Maus II,Art Spiegelman,Biography & Autobiography,4.39,111555,1991
The Best of Roald Dahl,Roald Dahl,Fiction,4.38,6067,1990
The Stories of Vladimir Nabokov,Vladimir Vladimirovich Nabokov,Fiction,4.3,5766,1995
Hit Men,Fredric Dannen,Business & Economics,3.95,664,1991
A Year in Provence,Peter Mayle,Provence (France),3.96,52434,1991
The Origin of Satan,Elaine Pagels,Religion,3.9,5537,1996
A History of the World in 10 1/2 Chapters,Julian Barnes,Fiction,3.9,9619,1990
Go Down Moses,William Faulkner,Fiction,3.93,8097,1942
Light in August,William Faulkner,Fiction,3.94,46181,1985
Chilly Scenes of Winter,Ann Beattie,Fiction,3.91,1016,1991
Shoot the Piano Player,David Goodis,Fiction,4.02,2691,1990
The Beggar Maid,Alice Munro,Fiction,3.93,2688,1991
A Midwife's Tale,Laurel Ulrich,Biography & Autobiography,3.99,4933,1991
The Woman in the Dunes,Kōbō Abe,Fiction,3.91,13984,1964
The Rebel,Albert Camus,Philosophy,4.14,8830,1991
The Art of Fiction,John Gardner,Language Arts & Disciplines,4,4877,1991
Success,Martin Amis,Fiction,3.66,2150,1991
Dead Babies,Martin Amis,Fiction,3.36,5652,1975
Crime and Punishment,Fyodor Dostoyevsky,Fiction,4.2,7163,1993
Hype and Glory,William Goldman,Performing Arts,3.69,123,1991
The Heidi Chronicles and Other Plays,Wendy Wasserstein,Drama,3.83,2732,1991
Dispatches,Michael Herr,History,4.23,12590,1991
Touching the Rock,John M. Hull,Biography & Autobiography,3.97,128,1992
American Psycho,Bret Easton Ellis,Fiction,3.82,193100,1991
The Unconsoled,Kazuo Ishiguro,Fiction,3.53,560,1996
Last Tales: The cardinal's first tale ; The cloak ; Night walk ; Of hidden thoughts and of heaven ; Tales of two old gentlemen ; The cardinal's third tale ; The blank page ; New Gothic Tales: The cyratids an unfinished tale ; Echoes ; New Winter's tales: A country tale ; Copenhagen season ; Converse at night in Copenhagen,Karen Blixen,,4.09,322,1975
The Hamlet,William Faulkner,Fiction,3.87,4082,1991
Athena,John Banville,Fiction,3.65,379,1996
The Radicalism of the American Revolution,Gordon S. Wood,History,4.05,4064,1993
Mortals,Norman Rush,Fiction,3.75,459,2004
Selected Speeches and Writings,Abraham Lincoln,History,4.23,169,1992
Caramelo Or Puro Cuento,Sandra Cisneros,Fiction,3.89,9001,2003
Written on the Body,Jeanette Winterson,Fiction,4.07,20182,1994
After Henry,Joan Didion,Fiction,3.82,1145,1993
The grass harp,Truman Capote,Fiction,4.01,4451,1993
Other Voices Other Rooms,Truman Capote,Fiction,3.81,10212,1994
Sanctuary,William Faulkner,Fiction,3.64,8999,1993
The Great American Novel,Philip Roth,Fiction,3.64,174,1973
The Comfort of Strangers,Ian McEwan,Fiction,3.42,10331,2002
Asa as I Knew Him,Susanna Kaysen,Fiction,3.58,205,1994
The Death of Virgil,Hermann Broch,Fiction,4.19,756,1995
The Son Avenger,Sigrid Undset,Fiction,4.39,257,1995
When I was Puerto Rican,Esmeralda Santiago,Biography & Autobiography,4.01,8289,1994
When She was Good,Philip Roth,Fiction,3.53,1639,1995
In Pharaoh's Army,Tobias Wolff,Biography & Autobiography,4.08,2329,1995
Snow Country,Yasunari Kawabata,Fiction,3.68,12085,1996
Beauty and Sadness,Yasunari Kawabata,Fiction,3.86,4649,1996
Blues for Mister Charlie,James Baldwin,Drama,4.12,1131,1995
Aman,Virginia Lee Barnes,Biography & Autobiography,3.76,532,1994
Thousand Cranes,川端康成,Fiction,3.76,5900,1959
Encore Provence,Peter Mayle,Travel,4,9805,2000
Art & Lies,Jeanette Winterson,Fiction,3.87,3407,1996
The Camera My Mother Gave Me,Susanna Kaysen,Biography & Autobiography,3.3,973,2002
Corelli's Mandolin,Louis De Bernières,Fiction,3.97,61387,1995
Resistance Rebellion and Death,Albert Camus,Fiction,4.2,2356,1961
Letting Go,Philip Roth,Fiction,3.69,1053,1997
The Simple Truth,Philip Levine,Poetry,4.22,630,1994
Walt Whitman's America,David S. Reynolds,Biography & Autobiography,4.17,371,1996
Selected Stories,Andre Dubus,Fiction,4.27,2709,1996
South of the Border West of the Sun,Haruki Murakami,Fiction,3.87,3650,2000
The Untouchable,John Banville,Fiction,3.96,2077,1998
Psycho Shop,Alfred Bester & Roger Zelazny,Fiction,3.6,727,2013
A civil action,Jonathan Harr,Law,3.96,13237,1996
The Grotesque,Patrick McGrath,Fiction,3.63,785,1996
The Road to Reality,Roger Penrose,Science,4.1,5892,2007
Birdsong,Sebastian Faulks,Fiction,4.08,55388,1997
The Living and the Dead,Paul Hendrickson,History,4.03,129,1997
The Rules of Attraction,Bret Easton Ellis,Fiction,3.7,32277,1998
Less Than Zero,Bret Easton Ellis,Fiction,3.58,51555,1998
The Charterhouse of Parma,Stendhal,Fiction,3.82,10608,2000
Basic Writings of Nietzsche,Friedrich Wilhelm Nietzsche,Philosophy,4.11,3144,2000
Shalimar the Clown,Salman Rushdie,Fiction,3.87,11110,2006
In the Land of White Death,Valerian Ivanovich Alʹbanov,Biography & Autobiography,4,1836,2000
Fear and Loathing in Las Vegas,Hunter S. Thompson,Biography & Autobiography,4.08,259867,1998
In the Hand of the Goddess,Tamora Pierce,Juvenile Fiction,4.25,1432,1997
P.J. Funnybunny Camps Out,Marilyn Sadler,Juvenile Fiction,3.86,159,1993
Junie B. Jones and a Little Monkey Business,Barbara Park,Juvenile Fiction,3.98,10723,1993
Ballet Shoes,Noel Streatfeild,Juvenile Fiction,4.07,28222,1993
Dear God Help!!! Love Earl,Barbara Park,Juvenile Fiction,3.95,36,1994
Theater Shoes,Noel Streatfeild,Juvenile Fiction,4.02,4388,1994
Daisy-head Mayzie,Dr. Seuss,Juvenile Fiction,3.86,3128,1994
Dr. Seuss's ABC,Dr. Seuss,Juvenile Fiction,4.08,27135,1996
The Berenstain Bears and the Blame Game,Stan Berenstain;Jan Berenstain,Juvenile Fiction,3.87,722,1997
The Little Butterfly,,Juvenile Nonfiction,4.06,16,1998
The Lorax,Dr. Seuss,Juvenile Fiction,4.35,245819,1998
Three Tales of My Father's Dragon,,Juvenile Fiction,4.27,3352,1998
The Trail of Tears,Joseph Bruchac;Diana Magnuson,Juvenile Nonfiction,3.88,155,1999
Earthquake in the Early Morning,Mary Pope Osborne,Juvenile Fiction,3.93,6580,2001
The Cat in the Hat,Dr. Seuss,Juvenile Fiction,4.16,290,1997
Leaves of Grass,Walt Whitman,American poetry,4.12,29,1998
The More Than Complete Hitchhiker's Guide,Douglas Adams,Fiction,4.58,424,1987
Every Night Italian,Giuliano Hazan,Cooking,3.75,65,2000
The Metamorphosis in the Penal Colony and Other Stories,Franz Kafka,Fiction,4.04,13610,2000
The Great Gatsby,Francis Scott Fitzgerald,Computers,3.91,9677,1995
A Life in Letters,F. Scott Fitzgerald,Biography & Autobiography,4.24,178,1995
The Pat Hobby Stories,F. Scott Fitzgerald,Fiction,3.58,889,1995
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,Fiction,4.23,903,1995
The Garden of Eden,Ernest Hemingway,Fiction,3.73,14366,1995
American writers,Gale Group,Biography & Autobiography,0,0,2001
Janet My Mother and Me,William Murray,Biography & Autobiography,3.46,35,2000
Achilles in Vietnam,Jonathan Shay,Psychology,4.24,1057,1994
John Adams,David McCullough,Biography & Autobiography,4.06,1785,2001
The Making of the Atomic Bomb,Richard Rhodes,History,4.35,13764,1986
Mere Christianity,C. S. Lewis,Religion,4.32,233819,1996
Italians,Luigi Barzini,History,3.85,558,1996
The Promise of Rest,Reynolds Price,Fiction,3.99,251,1996
The Reawakening,Primo Levi,Biography & Autobiography,4.27,1204,1995
Survival In Auschwitz,Primo Levi,Biography & Autobiography,4.31,27701,1996
Three case histories,Sigmund Freud;Philip Rieff,Psychology,3.91,616,1996
The Sun Also Rises,Ernest Hemingway,Fiction,3.82,1599,1996
Touched With Fire,Kay Redfield Jamison,Psychology,4.01,4087,1996
The Denial of Death,Ernest Becker,Philosophy,4.17,5894,1997
A Calendar of Wisdom,Leo Tolstoy,Religion,4.1,423,1997
Good as Gold,Joseph Heller,Fiction,3.36,2548,1997
Tolkien,David Day,Fiction,4.13,3919,1991
Something Happened,Joseph Heller,Fiction,3.52,5983,1974
God Knows,Joseph Heller,Fiction,3.8,2896,1997
On Death and Dying,Elisabeth Kübler-Ross,Family & Relationships,4.16,140,1997
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald;Matthew Joseph Bruccoli,Fiction,4.23,11931,1998
Two Girls Fat and Thin,Mary Gaitskill,Fiction,3.63,1584,1998
