16720,Velvet Assassin,5/1/2009,Single-player;Partial Controller Support,Action,Stealth;Action;Female Protagonist,1219,832
16730,Legendary,12/1/2008,Single-player,Action,Action;FPS;Shooter,1095,1000
16810,Sid Meier's Civilization IV: Colonization,9/23/2008,Single-player;Multi-player,Strategy,Strategy;Turn-Based;Turn-Based Strategy,330,95
16900,GROUND BRANCH,8/14/2018,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Tactical,599,143
17080,Tribes: Ascend,6/27/2012,Multi-player;Co-op,Action;Free to Play,Free to Play;FPS;Action,6470,1738
17100,Children of the Nile: Enhanced Edition,7/8/2008,Single-player;Steam Achievements,Strategy;Simulation,City Builder;Historical;Management,180,38
17120,Children of the Nile: Alexandria,9/22/2008,Single-player;Steam Achievements,Strategy;Simulation,City Builder;Simulation;Management,54,13
17140,Hinterland,9/30/2008,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;Fantasy,113,38
17180,Mosby's Confederacy,11/19/2008,Single-player;Steam Achievements,Strategy,Strategy;Historical,15,6
17300,Crysis,9/17/2008,Single-player,Action,FPS;Action;Sci-fi,6075,1277
17330,Crysis Warhead®,9/17/2008,Single-player,Action,Action;FPS;Sci-fi,1694,312
17390,SPORE™,12/19/2008,Single-player,Simulation,Simulation;Sandbox;Open World,15101,2014
17410,Mirror's Edge™,1/14/2009,Single-player;Full controller support;Partial Controller Support,Action;Adventure,Parkour;First-Person;Action,17880,2341
17430,Need for Speed Undercover,12/19/2008,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Open World;Multiplayer,2351,1081
17440,SPORE™ Creepy & Cute Parts Pack,12/19/2008,Single-player,Simulation,Simulation;Adventure;Open World,481,100
17450,Dragon Age: Origins,11/5/2009,Single-player,RPG,RPG;Fantasy;Story Rich,6207,468
17460,Mass Effect,12/19/2008,Single-player,Action;RPG,RPG;Sci-fi;Story Rich,10107,666
17470,Dead Space,1/9/2009,Single-player;Full controller support,Action,Horror;Action;Sci-fi,9136,1049
17480,Command & Conquer: Red Alert 3,1/8/2009,Single-player,Strategy,Strategy;RTS;Base-Building,4390,855
17500,Zombie Panic! Source,10/3/2008,Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Zombies;Multiplayer,5267,914
17570,"Pirates, Vikings, and Knights II",2/12/2010,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Multiplayer;Action,3839,582
17710,Nuclear Dawn,9/26/2011,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor,Action;Strategy,Strategy;FPS;Action,1675,441
17740,Empires Mod,7/28/2008,Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK,Action;Free to Play;Strategy,Free to Play;Strategy;Action,663,115
18000,"Precipice of Darkness, Episode One",5/21/2008,Single-player;Steam Achievements,Adventure;RPG,RPG;Adventure;Comedy,394,42
18020,"Precipice of Darkness, Episode Two",11/7/2008,Single-player;Steam Achievements,Adventure;RPG,RPG;Adventure;Comedy,118,23
18040,DeathSpank,10/25/2010,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,RPG;Action;Indie,540,34
18050,DeathSpank: Thongs of Virtue,11/30/2010,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;RPG;Indie,Action;RPG;Indie,125,18
18070,The Baconing,8/31/2011,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Action;Adventure,149,37
18120,Unstoppable Gorg,1/19/2012,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy,Tower Defense;Strategy;Indie,190,48
18300,Spectraball,10/20/2008,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Casual;Indie;Puzzle,297,101
18400,Crazy Machines 2,6/20/2008,Single-player;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Puzzle,97,108
18420,Crazy Machines,12/12/2008,Single-player,Casual;Strategy,Casual;Strategy;Puzzle,98,24
18470,Helldorado,4/30/2009,Single-player,Strategy,Strategy;Western,53,23
18480,Mata Hari,7/29/2009,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,53,37
18500,Defense Grid: The Awakening,12/8/2008,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Strategy,Tower Defense;Strategy;Sci-fi,3307,113
18600,Mayhem Intergalactic,1/22/2009,Single-player;Multi-player;Steam Achievements,Indie;Strategy,Indie;Strategy,12,10
18700,And Yet It Moves,4/2/2009,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Platformer;Indie;Puzzle,735,327
18820,Zero Gear,1/12/2010,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie;Racing;Sports,Racing;Indie;Action,652,173
19000,Silent Hill Homecoming,3/2/2009,Single-player,Adventure,Horror;Adventure;Survival Horror,480,437
19020,Puzzle Chronicles,6/25/2010,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;RPG,RPG;Casual;Puzzle,16,8
19030,Rocket Knight,6/25/2010,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Adventure;Platformer,70,22
19080,Biozone,6/25/2010,Single-player,Action;Adventure;Casual,Action;Adventure;Casual,1,13
19200,Tank Universal,8/21/2008,Single-player;Steam Achievements,Action;Indie,Action;Indie;Tanks,226,190
19320,Space Ark,3/16/2012,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Casual,Action;Casual;Indie,6,8
19500,Eternity's Child,7/31/2008,Single-player;Steam Achievements;Partial Controller Support;Includes level editor,Adventure;Indie,Indie;Adventure;Platformer,16,47
19800,Brothers in Arms: Earned in Blood™,10/10/2008,Single-player,Action,Action;FPS;World War II,303,53
19830,Tom Clancy's Rainbow Six® 3 Gold,9/25/2008,Single-player,Action,Tactical;FPS;Action,811,71
19900,Far Cry® 2: Fortune's Edition,10/22/2008,Single-player;Multi-player,Action,Open World;FPS;Action,5292,1739
19980,Prince of Persia®,12/10/2008,Single-player,Action;Adventure,Action;Adventure;Platformer,948,266
20200,Galactic Bowling,10/21/2008,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Indie;Casual;Sports,Indie;Casual;Sports,6,10
20510,S.T.A.L.K.E.R.: Clear Sky,9/15/2008,Single-player;Multi-player,Action;RPG,Open World;Atmospheric;Post-apocalyptic,5550,903
20530,Red Faction,8/5/2009,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Sci-fi,1327,151
20540,Company of Heroes: Tales of Valor,4/8/2009,Single-player;Multi-player;Steam Cloud,Strategy,Strategy;RTS;World War II,1337,101
20550,Red Faction II,8/6/2009,Single-player;Steam Cloud,Action;Strategy,Action;FPS;Strategy,354,313
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",3/11/2010,Single-player;Multi-player;Co-op;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS,1645,164
20700,Starscape,11/3/2008,Single-player;Steam Achievements,Action;Indie;Strategy,Action;Indie;Strategy,50,15
20710,Mr. Robot,11/3/2008,Single-player;Steam Achievements,Action;Indie;Strategy,Indie;Strategy;Action,55,12
20820,Shatter,3/15/2010,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Great Soundtrack;Indie;Arcade,963,64
20900,The Witcher: Enhanced Edition Director's Cut,9/16/2008,Single-player;Steam Cloud,Action;RPG,RPG;Fantasy;Story Rich,26380,4217
20920,The Witcher 2: Assassins of Kings Enhanced Edition,4/16/2012,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,RPG,RPG;Fantasy;Mature,36427,4710
21000,LEGO® Batman™: The Videogame,9/29/2008,Single-player;Shared/Split Screen;Full controller support,Action;Adventure,LEGO;Action;Adventure,1050,242
21010,Watchmen: The End is Nigh,3/4/2009,Single-player;Multi-player;Shared/Split Screen,Action,Action;Superhero;Beat 'em up,227,120
21030,Watchmen: The End is Nigh Part 2,7/29/2009,Single-player;Co-op;Partial Controller Support,Action,Action;Superhero;Beat 'em up,97,51
21090,F.E.A.R.,5/21/2010,Single-player,Action,Horror;FPS;Action,6371,438
21100,F.E.A.R. 3,6/21/2011,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,FPS;Horror;Co-op,5349,2030
21130,LEGO® Harry Potter: Years 1-4,6/25/2010,Single-player;Shared/Split Screen;Full controller support,Action;Adventure,LEGO;Adventure;Action,1672,460
21300,Gravitron 2,9/30/2008,Single-player;Steam Achievements,Indie;Casual,Arcade,19,8
21400,Project Aftermath,10/3/2008,Single-player;Steam Achievements,Strategy;Action;Indie,Strategy;Indie;Action,10,5
21500,Pyroblazer®,11/13/2008,Single-player,Racing,Racing;Sci-fi,5,3
21640,Flock!,4/7/2009,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Casual;Strategy,Strategy;Casual;Puzzle,110,34
21660,Street Fighter® IV,7/7/2009,Single-player;Multi-player;Partial Controller Support,Action,Fighting;Action;Arcade,295,126
21670,Bionic Commando,7/28/2009,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Third Person,649,247
21680,Bionic Commando: Rearmed,7/28/2009,Single-player;Shared/Split Screen;Partial Controller Support,Action,Action;Platformer;Remake,453,287
21690,Resident Evil™ 5/ Biohazard 5®,9/15/2009,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Zombies;Co-op,9250,1618
21780,Driver® Parallel Lines,2/13/2009,Single-player,Racing,Racing;Action;Open World,367,46
21800,Tom Clancy's EndWar™,2/25/2009,Single-player;Multi-player,Strategy,Strategy;RTS;Tactical,276,108
21980,Call of Juarez®: Bound in Blood,7/2/2009,Single-player,Action,Western;Action;FPS,1121,232
22000,World of Goo,10/13/2008,Single-player;Steam Achievements,Indie,Puzzle;Indie;Physics,3455,237
22100,Mount & Blade,11/3/2008,Single-player;Steam Trading Cards;Includes level editor,Indie;RPG,RPG;Medieval;Open World,3205,291
22120,Penumbra: Black Plague Gold Edition,1/23/2009,Single-player;Captions available,Nudity;Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,1396,79
22130,Hearts of Iron 2 Complete,1/23/2009,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;World War II,220,48
22180,Penumbra Overture,3/6/2009,Single-player;Captions available,Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,1660,164
22200,Zeno Clash,4/21/2009,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Surreal,1980,356
22230,Rock of Ages,9/7/2011,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Strategy,Comedy;Indie;Strategy,2604,244
22300,Fallout 3,10/28/2008,Single-player;Partial Controller Support,RPG,Open World;Post-apocalyptic;RPG,9921,2709
22310,Rogue Warrior,12/1/2009,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action,Action;FPS;Comedy,466,240
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,6/16/2009,Single-player;Steam Cloud,RPG,RPG;Open World;Fantasy,9571,540
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,6/16/2009,Single-player;Steam Cloud,RPG,Open World;RPG;Fantasy,13827,826
22350,BRINK,5/9/2011,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play,FPS;Action;Multiplayer,3493,2331
22370,Fallout 3: Game of the Year Edition,12/17/2009,Single-player,RPG,Open World;RPG;Post-apocalyptic,17742,4495
22380,Fallout: New Vegas,10/21/2010,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;RPG,Open World;RPG;Post-apocalyptic,66756,3149
22450,Hunted: The Demon’s Forge™,6/2/2011,Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Third Person,498,213
22500,Spectromancer,2/11/2009,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements,Strategy,Strategy;Card Game,125,19
22600,Worms Reloaded,8/26/2010,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;2D;Turn-Based,2478,430
22610,Alien Breed: Impact,6/3/2010,Single-player;Co-op;Steam Achievements;Partial Controller Support,Action,Action;Shooter;Sci-fi,776,307
22650,Alien Breed 2: Assault,9/22/2010,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action,Action;Shooter;Isometric,478,226
22670,Alien Breed 3: Descent,11/17/2010,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action,Action;Shooter;Third Person,242,90
23150,Fluttabyes,4/20/2010,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,13,5
23300,Yosumin!™,5/26/2009,Single-player,Casual,Casual;Puzzle,102,64
23380,Gyromancer,11/18/2009,Single-player,RPG,RPG;Puzzle;Match 3,124,113
23400,Imperium Romanum Gold Edition,11/25/2008,Single-player,Simulation;Strategy,Strategy;Simulation;City Builder,191,45
23420,Europa Universalis: Rome - Gold Edition ,12/18/2008,Single-player;Multi-player;Co-op,Strategy,Strategy;Grand Strategy;Historical,123,52
23450,Grand Ages: Rome,3/5/2009,Single-player,Simulation;Strategy,Strategy;City Builder;Simulation,354,138
23460,Ceville,2/27/2009,Single-player,Action;Adventure;Strategy,Adventure;Point & Click;Strategy,83,19
23490,Tropico 3,11/13/2009,Single-player,Simulation;Strategy,Simulation;Strategy;City Builder,1338,176
23500,Puzzle Quest: Galactrix,2/24/2009,Multi-player;Steam Cloud,Casual;RPG,RPG;Casual;Match 3,120,136
23530,Earth Defense Force: Insect Armageddon,12/14/2011,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats,Action,Action;Third-Person Shooter;Co-op,731,95
23600,Depths of Peril,11/23/2010,Single-player,Indie;RPG;Strategy,Strategy;RPG;Indie,69,24
23700,Puzzle Kingdoms,4/27/2009,Multi-player;Steam Cloud,Casual,Casual;Puzzle;Match 3,139,102
24010,Train Simulator 2019,9/17/2015,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards,Simulation,Simulation;Trains;Singleplayer,8573,5336
24200,DC Universe™ Online,11/2/2011,Multi-player;MMO;Steam Achievements;Full controller support,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,10138,2654
24240,PAYDAY™ The Heist,10/20/2011,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action,FPS;Action;Co-op,34645,2533
24400,King Arthur - The Role-playing Wargame,11/24/2009,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,307,113
24410,Crusaders: Thy Kingdom Come,10/8/2009,Single-player;Multi-player,Strategy,Strategy;Medieval;Historical,13,11
24420,Aquaria,12/15/2008,Single-player;Steam Achievements;Partial Controller Support,Indie,Metroidvania;Indie;Female Protagonist,1008,133
24460,King Arthur: Fallen Champions,9/16/2011,Single-player,RPG;Strategy,Strategy;RPG;Fantasy,13,20
24480,King Arthur II: The Role-Playing Wargame,1/27/2012,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;RTS,188,169
24640,Trainz: Classic Cabon City,9/1/2010,Single-player,Simulation,Simulation;Trains,14,29
24650,Trainz Settle and Carlisle,10/1/2010,Single-player,Simulation,Simulation;Trains,13,17
24670,Trainz™ Simulator 12,6/8/2011,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Simulation,Simulation;Trains;Multiplayer,498,364
24720,SPORE™ Galactic Adventures,6/26/2009,Single-player,Action;Simulation,Simulation;Action;Space,1943,453
24740,Burnout Paradise: The Ultimate Box,3/12/2009,Single-player;Multi-player,Racing,Racing;Open World;Multiplayer,9739,1487
24780,SimCity™ 4 Deluxe Edition,7/20/2010,Single-player,Simulation;Strategy,Simulation;City Builder;Strategy,3110,959
24790,Command & Conquer 3: Tiberium Wars,11/13/2009,Single-player,Strategy,Strategy;RTS;Base-Building,2292,295
24800,Command & Conquer: Red Alert 3 - Uprising,10/6/2009,Single-player,Strategy,Strategy;RTS;Base-Building,1449,362
24810,Command & Conquer 3: Kane's Wrath,11/13/2009,Single-player;Multi-player,Strategy,Strategy;RTS;Base-Building,1070,76
24840,Medal of Honor: Airborne,10/6/2009,Single-player;Multi-player,Action,Action;World War II;FPS,1725,461
24870,Need for Speed: Shift,10/6/2009,Single-player;Multi-player,Racing,Racing;Simulation;Multiplayer,1101,415
24960,Battlefield: Bad Company™ 2,3/2/2010,Single-player;Multi-player,Action,FPS;Multiplayer;Action,23093,3877
24980,Mass Effect 2,1/28/2010,Single-player,RPG,RPG;Sci-fi;Story Rich,10675,542
25000,Overgrowth,10/16/2017,Single-player;Partial Controller Support;Includes level editor,Action;Indie,Parkour;Action;Indie,3200,1315
25010,Lugaru HD,10/8/2010,Single-player,Action,Action;Indie;Martial Arts,321,98
25500,Cricket Revolution,10/28/2009,Single-player;Multi-player,Indie;Simulation;Sports,Sports;Simulation;Indie,63,50
25600,Eschalon: Book I,2/10/2009,Single-player,Indie;RPG,RPG;Indie;Isometric,167,25
25620,Eschalon: Book II,7/12/2010,Single-player,Indie;RPG,RPG;Indie;Isometric,58,12
25700,Madballs in Babo:Invasion ,9/17/2009,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie,Indie;Action;Shooter,198,38
25800,Europa Universalis III Complete,2/4/2009,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Grand Strategy;Historical,1191,245
25830,Knights of Honor,2/4/2009,Single-player;Multi-player,Strategy,Strategy;Medieval;Grand Strategy,1018,89
25850,Elven Legacy,4/7/2009,Single-player;Multi-player;Steam Cloud;Includes level editor,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,76,29
25890,Hearts of Iron III,8/7/2009,Single-player;Multi-player;Co-op;Steam Trading Cards,Strategy,Grand Strategy;World War II;Strategy,3298,992
25900,King's Bounty: The Legend,5/1/2009,Single-player;Steam Cloud,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,1290,139
25910,Supreme Ruler 2020 Gold,7/9/2009,Single-player;Multi-player,Strategy,Strategy;Simulation;Grand Strategy,138,36
25930,East India Company,7/31/2009,Single-player;Multi-player,Strategy,Strategy;Economy;Historical,45,48
25980,Majesty 2,9/17/2009,Single-player,Simulation;Strategy,Strategy;Simulation;Fantasy,305,130
25990,Majesty Gold HD,9/4/2009,Single-player;Multi-player,Strategy;Simulation,Strategy;Simulation;Fantasy,326,20
26000,The Maw,3/9/2009,Single-player;Steam Achievements,Action;Indie,Indie;Platformer;Cute,161,36
26300,Drug Wars,3/17/2009,Single-player;Multi-player,Action;Indie,Action;Indie,13,31
26800,Braid,4/10/2009,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Strategy,Puzzle;Platformer;Indie,6529,386
26900,Crayon Physics Deluxe,5/6/2009,Single-player,Casual;Indie,Indie;Casual;Puzzle,668,109
27000,The Path,3/18/2009,Single-player;Steam Trading Cards,Adventure;Indie,Walking Simulator;Indie;Horror,502,177
27020,The Graveyard,3/9/2009,Single-player,Indie;Simulation,Walking Simulator;Indie;Short,305,199
27050,Fatale,11/4/2009,Single-player,Adventure;Casual;Indie,Indie;Adventure;Casual,53,44
27200,Summer Athletics,4/2/2009,Single-player;Multi-player;Co-op,Sports,Sports,14,10
27330,Blacklight: Tango Down,7/14/2010,Single-player;Multi-player;Co-op;Partial Controller Support,Action,Action;FPS;Multiplayer,132,209
27400,Dangerous High School Girls in Trouble!™,2/23/2009,Single-player,RPG;Indie;Casual,Indie;RPG;Casual,111,63
27600,Mevo and The Grooveriders,3/20/2009,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Music,23,2
27800,Space Giraffe,3/19/2009,Single-player,Indie,Indie;Psychedelic;Arcade,36,17
27810,Gridrunner Revolution,2/22/2010,Single-player;Partial Controller Support,Indie,Arcade;Indie;Psychedelic,36,9
27900,Twin Sector,9/16/2009,Single-player,Action;Adventure,Action;Adventure;Puzzle,88,150
27920,Booster Trooper,4/23/2010,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,91,94
27940,Dead Horde,7/27/2011,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Zombies;Indie,206,406
28000,Kane & Lynch 2: Dog Days,8/17/2010,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,Action,Action;Co-op;Third-Person Shooter,2822,1919
29120,Yumsters 2: Around the World,11/12/2009,Single-player,Indie;Casual,Casual;Indie,53,26
29130,Musaic Box,3/19/2009,Single-player,Indie;Casual,Indie;Casual;Puzzle,178,12
29160,Blueberry Garden,6/1/2009,Single-player,Adventure;Indie,Adventure;Indie;Short,96,28
29180,Osmos,8/18/2009,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Puzzle,857,105
29800,Caster,3/19/2009,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Indie;Adventure,3277,868
29900,Dark Sector,3/24/2009,Single-player;Multi-player;Partial Controller Support,Action,Action;Third-Person Shooter;Singleplayer,337,96
31270,Puzzle Agent,7/1/2010,Single-player,Adventure;Casual,Puzzle;Adventure;Point & Click,1574,214
31300,Tunnel Rats,5/15/2009,Single-player,Action,Action;FPS,11,19
31800,Nancy Drew®: Danger by Design,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,15,9
31810,Nancy Drew®: Last Train to Blue Moon Canyon,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,50,4
31820,Nancy Drew®: The Haunted Carousel,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,35,6
31830,Nancy Drew®: Curse of Blackmoor Manor,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,66,7
31840,Nancy Drew®: Danger on Deception Island,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,32,2
31850,Nancy Drew®: Ghost Dogs of Moon Lake,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,34,4
31860,Nancy Drew®: Legend of the Crystal Skull,7/17/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,24,3
31870,"Nancy Drew® Dossier: Lights, Camera, Curses!",7/17/2009,Single-player,Adventure;Casual,Adventure;Casual;Female Protagonist,10,12
31880,Nancy Drew®: Secret of the Old Clock,10/10/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,28,2
31890,Nancy Drew®: Secret of the Scarlet Hand,10/10/2009,Single-player,Action,Action;Point & Click;Puzzle,20,3
31900,Nancy Drew®: The Creature of Kapu Cave,7/17/2009,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,19,7
31910,Nancy Drew®: The Haunting of Castle Malloy,7/17/2009,Single-player,Adventure,Adventure;Point & Click;Puzzle,26,6
31920,Nancy Drew®: The Phantom of Venice,7/17/2009,Single-player,Adventure,Adventure;Point & Click;Puzzle,19,6
31930,Nancy Drew®: The White Wolf of Icicle Creek,7/17/2009,Single-player,Adventure,Adventure;Point & Click;Mystery,27,9
31980,Nancy Drew®: Ransom of the Seven Ships,7/21/2009,Single-player;Steam Achievements,Adventure,Adventure;Point & Click;Puzzle,18,9
32000,Raycatcher,4/17/2009,Single-player,Indie;Casual,Indie;Casual,0,13
32110,LUXOR: Mah Jong,7/13/2009,Single-player,Casual,Casual;Puzzle;Singleplayer,43,13
32120,Chainz 2: Relinked,7/13/2009,Single-player,Casual,Casual;Puzzle;Match 3,24,18
32140,Midnight Mysteries,9/28/2009,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,89,40
32150,Everyday Genius: SquareLogic,10/21/2009,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Casual;Puzzle;Indie,303,6
32160,Zombie Bowl-o-Rama,10/15/2009,Single-player;Multi-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Sports;Casual,Bowling;Zombies;Casual,244,44
32200,Metal Drift,10/22/2009,Single-player;Multi-player;Steam Achievements,Action;Indie;Racing;Sports,Action;Indie;Racing,81,45
32310,Indiana Jones® and the Last Crusade™,7/8/2009,Single-player,Adventure,Adventure;Point & Click;Classic,121,32
32330,LEGO® Indiana Jones™: The Original Adventures,7/8/2009,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud,Action;Adventure,Adventure;Action;LEGO,305,87
32340,LOOM™,7/8/2009,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Classic,306,41
32350,STAR WARS™ Starfighter™,7/8/2009,Single-player;Partial Controller Support;Steam Cloud,Action;Simulation,Action;Simulation;Star Wars,221,235
32360,The Secret of Monkey Island: Special Edition,7/15/2009,Single-player;Full controller support;Steam Cloud,Adventure,Point & Click;Adventure;Comedy,2156,115
32370,STAR WARS™ - Knights of the Old Republic™,9/5/2009,Single-player;Steam Cloud,Adventure;RPG,RPG;Star Wars;Sci-fi,11569,1590
32380,STAR WARS™ Jedi Knight: Dark Forces II,9/16/2009,Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;FPS,777,315
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,9/16/2009,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;FPS,366,192
32400,STAR WARS™ - Dark Forces,9/16/2009,Single-player;Steam Cloud,Action,FPS;Star Wars;Action,1501,171
32410,Lucidity™,10/7/2009,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Casual,Casual;Platformer;Puzzle,37,16
32420,STAR WARS™: The Clone Wars - Republic Heroes™,10/6/2009,Single-player;Shared/Split Screen;Partial Controller Support,Action,Action;Star Wars;Singleplayer,166,279
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,12/15/2009,Single-player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;Third Person,2287,1389
32440,LEGO® Star Wars™ - The Complete Saga,11/12/2009,Single-player;Shared/Split Screen;Full controller support;Steam Cloud,Adventure,LEGO;Star Wars;Adventure,3033,256
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,2/18/2010,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud,Adventure,Adventure;LEGO;Action,163,58
32460,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,7/7/2010,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Point & Click;Comedy,1194,63
32470,STAR WARS™ Empire at War - Gold Pack,5/25/2010,Single-player;Multi-player;Online Multi-Player;Steam Cloud,Strategy,Strategy;Star Wars;RTS,6526,396
