1281,Chillar Party,2011,7.4,"Comedy,Drama,Family",135
1282,Mascots,2016,5.7,Comedy,89
1283,Bill Burr: Walk Your Way Out,2017,7.3,Comedy,77
1284,Time to Hunt,2020,6.2,"Action,Crime,Drama,Sci-Fi,Thriller",134
1285,The Amityville Horror,2005,6,Horror,90
1286,Angamaly Diaries,2017,8,"Action,Comedy,Thriller",132
1287,Taylor Tomlinson: Quarter-Life Crisis,2020,7.4,Comedy,61
1288,Anthony Jeselnik: Thoughts and Prayers,2015,7.8,Comedy,59
1289,Oye Lucky! Lucky Oye!,2008,7.7,"Comedy,Crime,Drama",125
1290,Long Shot,2017,7.4,"Comedy,Romance",125
1291,Coffee & Kareem,2020,5.1,"Action,Comedy",88
1292,Aarakshan,2011,6.2,Drama,164
1293,My Next Guest with David Letterman and Shah Rukh Khan,2019,9.3,Talk-Show,61
1294,Eyyvah Eyvah,2010,7,Comedy,104
1295,Minimalism: A Documentary About the Important Things,2015,6.7,Documentary,78
1296,The Outcasts,2017,5.5,Comedy,95
1297,Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,7.7,"Animation,Action,Adventure,Fantasy,Thriller",99
1298,Black Snow,2017,6.2,"Crime,Drama,Mystery,Thriller",90
1299,Tad the Lost Explorer and the Secret of King Midas,2017,6.2,"Animation,Adventure,Comedy,Family,Fantasy",85
1300,Yuva,2004,7.4,Drama,103
1301,Pandora,2016,6.6,"Action,Drama,Sci-Fi",42
1302,Major League II,1994,5.6,"Comedy,Sport",105
1303,La tribu,2018,5.8,"Drama,Romance,Sci-Fi",30
1304,Aamir,2008,7.7,"Crime,Drama,Thriller",99
1305,Force 2,2016,6.2,"Action,Thriller",127
1306,Bert Kreischer: Secret Time,2018,7.4,Comedy,57
1307,Bad Rap,2016,6.3,"Documentary,Music",82
1308,Tarzan II,2005,5.6,"Animation,Adventure,Comedy,Family",72
1309,What's Up with Love?,2002,7.8,"Drama,Romance",112
1310,He's Out There,2018,5.2,"Horror,Thriller",89
1311,The Seven Deadly Sins: Prisoners of the Sky,2018,7.1,"Animation,Action,Fantasy",99
1312,Eh Janam Tumhare Lekhe,2015,8.7,Biography,135
1313,Bill Hicks: Revelations,1993,8.6,"Documentary,Comedy",57
1314,I Am Not an Easy Man,2018,6.3,Comedy,98
1315,Rugrats Go Wild,2003,5.6,"Animation,Adventure,Comedy,Family,Fantasy,Musical",80
1316,Donald Glover: Weirdo,2012,7.5,Comedy,65
1317,Once Upon a Time in Mumbaai,2010,7.4,"Action,Crime,Drama,Romance",134
1318,Iliza Shlesinger: Freezing Hot,2015,6.9,"Documentary,Comedy",71
1319,Yucatán,2018,5.4,Comedy,129
1320,Trespass Against Us,2016,5.8,"Action,Crime,Drama,Thriller",99
1321,The Last Summer,2019,5.6,Comedy,109
1322,Sinister 2,2015,5.3,"Horror,Mystery,Thriller",97
1323,Have a Good Trip: Adventures in Psychedelics,2020,7,Documentary,85
1324,Bobbi Jene,2017,6.2,"Documentary,Drama,Romance",95
1325,Dragon Quest: Your Story,2019,6.6,"Animation,Adventure,Family",103
1326,A Second Chance,2015,7.1,"Drama,Family,Sport",90
1327,Ajji,2017,7,Drama,104
1328,Bennett's War,2019,5.5,Sport,94
1329,Our Lovers,2016,6.7,"Comedy,Drama,Romance",88
1330,A Haunted House,2013,5,"Comedy,Fantasy",86
1331,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,7.7,Comedy,80
1332,Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,8.1,Documentary,102
1333,Every Time I Die,2019,5,Thriller,98
1334,Jeff Dunham: Controlled Chaos,2011,7.5,Comedy,97
1335,APEX: The Story of the Hypercar,2016,7.4,Documentary,85
1336,Life in the Doghouse,2018,8.4,Documentary,84
1337,Jim Jefferies: Freedumb,2016,7.7,Comedy,86
1338,Little Boxes,2017,5.9,"Comedy,Drama",84
1339,Seth Meyers: Lobby Baby,2019,7.5,Comedy,61
1340,Kevin Hart: Seriously Funny,2010,7.6,Comedy,72
1341,Anthony Jeselnik: Fire in the Maternity Ward,2019,7,Comedy,64
1342,"The Goods: Live Hard, Sell Hard",2009,5.8,Comedy,89
1343,U Turn,2016,7.5,"Crime,Drama,Thriller",125
1344,Violet Evergarden: Eternity and the Auto Memory Doll,2019,7.4,"Animation,Drama,Family",90
1345,The After Party,2018,5.8,"Comedy,Music",120
1346,Love per Square Foot,2018,7.2,"Comedy,Romance",133
1347,Sad Hill Unearthed,2017,7.3,Documentary,86
1348,That Thing Called Tadhana,2014,7.5,"Comedy,Drama,Romance",110
1349,Jeff Dunham: Arguing with Myself,2006,8,Comedy,76
1350,Sandy Wexler,2017,5.1,Comedy,130
1351,Kickboxer: Vengeance,2016,4.9,"Action,Crime,Drama,Sport",90
1352,Christmas Inheritance,2017,5.7,"Comedy,Drama",104
1353,Sex and the City 2,2010,4.5,"Comedy,Drama,Romance",146
1354,Badland,2019,5.7,Western,117
1355,A Land Imagined,2019,6.3,"Drama,Mystery",95
1356,The Most Assassinated Woman in the World,2018,5.3,"Biography,Drama,Mystery,Thriller",102
1357,Merku Thodarchi Malai,2018,8.6,Drama,122
1358,Guilty,2020,5.5,"Crime,Drama,Mystery,Thriller",132
1359,89,2017,7.7,Sport,91
1360,Bushwick,2017,5.2,"Action,Adventure,Drama,Romance,Thriller",94
1361,Mike Birbiglia: Thank God for Jokes,2017,7.5,Comedy,70
1362,Dilwale,2015,5.2,"Action,Comedy,Drama,Romance",158
1363,Kung Fu Panda: Secrets of the Scroll,2016,7.1,"Animation,Short,Action,Adventure,Comedy,Family",23
1364,Trevor Noah: Afraid of the Dark,2017,7.2,Comedy,67
1365,Race,2008,6.7,"Biography,Drama,Sport",134
1366,The Death and Life of Marsha P. Johnson,2017,7.2,Documentary,105
1367,Zach Galifianakis: Live at the Purple Onion,2007,7.4,"Documentary,Comedy",72
1368,Asperger's Are Us,2016,6.7,"Documentary,Comedy,Drama",82
1369,Hard Tide,2016,4.7,"Drama,Thriller",90
1370,Dream/Killer,2015,7.4,"Documentary,Crime",106
1371,She's Dating the Gangster,2014,7.2,"Comedy,Drama,Romance",105
1372,Fashion,2008,6.9,Drama,167
1373,Ibiza,2018,5.2,"Comedy,Romance",94
1374,Jailbreak,2017,5.4,"Action,Comedy",92
1375,"Game Over, Man!",2018,5.4,"Action,Comedy",101
1376,The Same Blood,2019,6,"Drama,Mystery,Thriller",113
1377,Love Wedding Repeat,2020,5.5,Comedy,100
1378,Starting Over Again,2014,7.1,Drama,130
1379,Apollo 18,2011,5.2,"Horror,Mystery,Sci-Fi,Thriller",86
1380,The Climb,2017,6.9,"Adventure,Comedy,Romance",103
1381,Strange Weather,2016,5.9,"Adventure,Drama",92
1382,Rolling Papers,2015,6.2,"Documentary,Biography,News",79
1383,My Beautiful Broken Brain,2014,7.1,"Documentary,Biography",86
1384,Inuyasha the Movie 4: Fire on the Mystic Island,2004,7.4,"Animation,Action,Adventure,Comedy",89
1385,Derren Brown: Sacrifice,2018,7.1,Reality-TV,49
1386,Joe Rogan: Triggered,2016,7.5,Comedy,63
1387,Chernobyl Diaries,2012,5,"Horror,Mystery,Thriller",86
1388,Kung Fu Panda Holiday,2010,6.8,"Animation,Short,Comedy,Family",21
1389,The Sea of Trees,2016,6.1,"Drama,Fantasy,Mystery",110
1390,Room for Rent,2017,5.4,"Horror,Mystery,Thriller",81
1391,The Cat in the Hat,2003,3.9,"Adventure,Comedy,Family,Fantasy",82
1392,The African Doctor,2016,7,"Biography,Comedy,Drama",96
1393,Nothing to Hide,2018,6.8,"Comedy,Drama",90
1394,All Good,2018,6.4,Drama,90
1395,Cut Bank,2014,6,"Crime,Drama,Thriller",93
1396,Skydancers,2014,8.2,Documentary,50
1397,Casa De Mi Padre,2012,5.5,"Comedy,Western",84
1398,Baaghi,2016,5.2,"Action,Thriller",133
1399,Love Aaj Kal,2020,5.2,"Drama,Romance",142
1400,Opening Night,2016,6.2,Drama,144
1401,Demonic,2015,5.3,"Horror,Thriller",83
1402,A Sun,2019,7.7,"Crime,Drama",156
1403,True Memoirs of an International Assassin,2016,5.9,"Action,Comedy,Crime",98
1404,Sour Apples,2016,7.1,"Biography,Comedy,Drama,History,Romance",114
1405,Earth and Blood,2020,5,"Action,Crime,Thriller",80
1406,The Longshots,2008,5.4,"Biography,Comedy,Drama,Family,Sport",94
1407,Inhuman Kiss,2019,6.5,"Drama,Horror,Romance",122
1408,5 cm,2012,7.2,"Adventure,Drama,Romance",125
1409,Friend Request,2016,5.3,"Horror,Mystery,Thriller",92
1410,The Art of Loving: Story of Michalina Wislocka,2017,7.1,"Biography,Comedy,Drama,Romance",121
1411,Bert Kreischer: Hey Big Boy,2020,7.1,Comedy,62
1412,When Two Worlds Collide,2016,7.7,Documentary,103
1413,Blind Date,2015,6.6,"Drama,Thriller",92
1414,Chup Chup Ke,2006,6.8,"Comedy,Drama,Romance",164
1415,The Duel,2016,5.8,"Drama,Western",110
1416,The Hunter's Prayer,2017,5.5,"Action,Thriller",91
1417,Naruto Shippuden the Movie: The Lost Tower,2010,7,"Animation,Action,Adventure,Fantasy",85
1418,Tom Segura: Completely Normal,2014,7.8,"Documentary,Comedy",74
1419,Chris D'Elia: No Pain,2020,6,Comedy,55
1420,Silent Hill: Revelation 3D,2012,5,Horror,95
1421,Hangman,2017,5.2,"Crime,Drama,Mystery,Thriller",98
1422,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,7.2,"Documentary,Comedy",60
1423,Haraamkhor,2015,6.4,"Drama,Romance",90
1424,Lila & Eve,2015,5.8,"Crime,Drama,Mystery,Thriller",94
1425,Monty Python Live (Mostly),2014,7.7,"Documentary,Comedy,Musical",162
1426,Kevin Hart: I'm a Grown Little Man,2009,7.7,"Documentary,Comedy",73
1427,Ordinary World,2016,5.5,"Comedy,Drama,Music",86
1428,Polar,2019,6.3,"Action,Crime,Drama,Thriller",118
1429,Mumbai Meri Jaan,2008,7.7,Drama,134
1430,Ek Main Aur Ekk Tu,2012,5.8,"Comedy,Drama,Romance",110
1431,The Warning,2018,5.9,"Action,Adventure,Crime,Drama,Fantasy,Horror,Mystery,Thriller",92
1432,Iron Sky The Coming Race,2019,5,"Action,Adventure,Comedy,Sci-Fi",90
1433,Lupt,2018,7.3,"Horror,Thriller",110
1434,The Plagues of Breslau,2018,5.7,"Action,Crime,Mystery,Thriller",93
1435,Life in a Metro,2007,7.4,"Comedy,Drama,Romance",132
1436,1000 Mabrouk,2009,7.4,"Comedy,Drama,Fantasy,Thriller",115
1437,Shimmer Lake,2017,6.2,"Crime,Drama,Mystery,Thriller",83
1438,Rich in Love,2020,6,"Comedy,Romance",104
1439,Mohenjo Daro,2016,5.7,"Action,Adventure,Drama,History",155
1440,The Trailer Park Boys Xmas Special,2004,8,Comedy,57
1441,Barbie: The Princess & The Popstar,2012,5.7,"Animation,Family,Musical",86
1442,Murder to Mercy: The Cyntoia Brown Story,2020,6.3,Documentary,96
1443,Soul Plane,2004,4.5,Comedy,86
1444,I See You,2017,7.7,"Crime,Drama,Horror,Mystery,Thriller",96
1445,American Anarchist,2016,5.8,Documentary,80
1446,Dancing with the Birds,2019,8.3,Documentary,51
1447,The Coldest Game,2019,6.2,Thriller,102
1448,Dragons: Dawn Of The Dragon Racers,2014,7,"Animation,Short,Adventure,Comedy,Family,Fantasy",26
1449,She Hate Me,2004,5.3,"Comedy,Drama",138
1450,Jimmy Carr: Funny Business,2016,7.2,Comedy,62
1451,Baazaar,2018,6.7,"Crime,Drama,Thriller",137
1452,The Week Of,2018,5.1,Comedy,116
1453,Lady Bloodfight,2016,5.6,"Action,Crime,Drama,Thriller",100
1454,Naruto Shippuden the Movie: The Will of Fire,2009,7.2,"Animation,Action,Fantasy",95
1455,Look & See: A Portrait of Wendell Berry,2017,7,Documentary,82
1456,Earthquake Bird,2019,5.9,"Crime,Drama,Mystery,Romance,Thriller",107
1457,Mohawk,2018,4.5,"Action,Drama,History,Horror,Romance,Thriller,War,Western",91
1458,K-On! The Movie,2011,7.6,"Animation,Adventure,Comedy,Family,Music",110
1459,Untamed Romania,2018,8.7,Documentary,92
1460,Sarkar,2018,6.8,"Action,Crime,Drama",124
1461,Bokeh,2017,5,"Drama,Sci-Fi",92
1462,W.E.,2011,6.3,"Drama,History,Romance",119
1463,18 Presents,2020,6.7,Drama,115
1464,Mujhse Shaadi Karogi,2004,6.7,"Comedy,Drama,Musical,Romance",163
1465,Barcelona: A Love Untold,2016,6.8,"Drama,Romance",132
1466,Hitler: A Career,1977,7.5,"Documentary,History",150
1467,Everyday I Love You,2015,7,"Drama,Romance",122
1468,Across the Line,2016,5.1,Drama,87
1469,K. D.,2019,8.6,"Crime,Drama,Mystery,Thriller",
1470,Casting JonBenet,2017,6.1,Documentary,80
1471,Burn Out,2017,6.2,"Action,Thriller",107
1472,Giant,2017,6.7,"Drama,Western",201
1473,By the Sea,2015,5.3,"Drama,Romance",122
1474,Illang: The Wolf Brigade,2018,6,"Action,Sci-Fi",139
1475,The Perfect Dictatorship,2014,7.2,"Comedy,Drama",143
1476,"LSD: Love, Sex aur Dhokha",2010,7.1,"Comedy,Crime,Drama,Romance",155
1477,IO,2019,4.7,"Adventure,Drama,Romance,Sci-Fi",96
1478,Seventeen,2019,7.2,"Comedy,Drama,Fantasy",102
1479,Nazi Concentration Camps,1945,8.3,"Documentary,History",59
1480,Jerry Before Seinfeld,2017,7,Comedy,62
1481,Jim Jefferies: This Is Me Now,2018,7.3,Comedy,70
1482,Hope Springs Eternal,2018,4.7,"Comedy,Drama",78
1483,Take Your Pills,2018,6.4,Documentary,87
1484,Where the Money Is,2000,6.2,"Drama,Comedy,Crime",89
1485,Mubarakan,2017,5.6,"Comedy,Romance",156
1486,Vincent N Roxxy,2016,5.5,"Crime,Drama,Thriller",102
1487,Tall Girl,2019,5.2,Comedy,101
1488,Namak Halaal,1982,7.3,"Action,Comedy,Drama",171
1489,USS Indianapolis: Men of Courage,2016,5.2,"Action,Drama,History,Thriller,War",128
1490,Tom Segura: Ball Hog,2020,7.3,Comedy,70
1491,Pachamama,2018,6.7,"Animation,Adventure,Family,Fantasy",72
1492,Godzilla: Planet of the Monsters,2017,6,"Animation,Action,Sci-Fi",89
1493,Delhi-6,2009,6.1,"Comedy,Drama",141
1494,Steel Rain,2017,7.1,"Action,Drama,Thriller",139
1495,Iliza Shlesinger: Elder Millennial,2018,7.2,Comedy,72
1496,Sudani from Nigeria,2018,8.2,"Comedy,Sport",123
1497,Tremors: A Cold Day in Hell,2018,5,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",98
1498,Rainbow Time,2016,5.9,"Comedy,Drama",91
1499,Hum Saath Saath Hain,1999,6.2,Family,
1500,Denis Leary: No Cure for Cancer,1993,7.5,"Documentary,Comedy",62
1501,The Last Airbender,2010,4.1,"Action,Adventure,Family,Fantasy",103
1502,Print the Legend,2014,7.1,"Documentary,Biography,Drama,History",100
1503,Step Sisters,2018,5.4,Comedy,108
1504,Trailer Park Boys: Say Goodnight to the Bad Guys,2008,7.9,Comedy,47
1505,The Fury of a Patient Man,2016,6.8,"Action,Adventure,Drama,Thriller",92
1506,Tini: The New Life of Violetta,2016,5.5,"Adventure,Family,Music",99
1507,Speech & Debate,2017,5.9,"Comedy,Drama",105
1508,Gagarin: First in Space,2013,6.6,"Adventure,Biography,Drama,History",108
1509,Playing for Time,1980,7.4,"Drama,Music",150
1510,Yes or No,2010,6.8,"Comedy,Romance",102
1511,Uyare,2019,8.1,Drama,125
1512,Backtrack,2015,5.9,"Drama,Fantasy,Mystery,Thriller",90
1513,Warehoused,2017,7.7,"Comedy,Drama",93
1514,Don't Knock Twice,2017,5.1,"Drama,Fantasy,Horror,Mystery,Thriller",93
1515,Delirium,2018,5.7,"Horror,Thriller",96
1516,Thithi,2015,8.2,Drama,123
1517,Joe Rogan: Strange Times,2018,7.4,Comedy,63
1518,Froning: The Fittest Man In History,2015,6.7,Documentary,99
1519,Demetri Martin: Live (At The Time),2015,7.4,"Documentary,Comedy",61
1520,The Man Without Gravity,2019,6.3,"Comedy,Drama,Fantasy",107
1521,Postcards from London,2018,5,Drama,90
1522,Keith Richards: Under the Influence,2015,7.1,"Documentary,Music",81
1523,Angela's Christmas,2017,7,"Animation,Short,Adventure,Family",30
1524,The Black Godfather,2019,6.5,Documentary,118
1525,Barbie: A Fairy Secret,2011,5.7,"Animation,Family,Fantasy",72
1526,Martin Lawrence Live: Runteldat,2002,5.4,"Documentary,Comedy",113
1527,Organize İşler: Sazan Sarmalı,2019,6,Comedy,121
1528,School Life,2019,6.4,"Comedy,Drama",111
1529,Eyyvah Eyvah 2,2011,6.6,Comedy,106
1530,Solo,2017,7.1,"Action,Adventure,Sci-Fi",135
1531,Happy Old Year,2019,7.5,"Drama,Romance",
1532,Money,2016,5.5,"Crime,Mystery,Thriller",86
1533,Trolls Holiday,2017,6.2,"Animation,Short,Comedy,Family,Fantasy,Musical",26
1534,The Main Event,2020,4.7,"Action,Comedy,Family",101
1535,Walt Disney Animation Studios Short Films Collection,2015,7.7,"Animation,Adventure,Comedy,Family",89
1536,Rukh,2017,6.5,"Drama,Mystery",106
1537,Jeff Dunham: Beside Himself,2019,6.7,Comedy,58
1538,Battle,2018,6,"Drama,Music,Romance",95
1539,Luciano Mellera: Infantiloide,2018,8.6,Comedy,66
1540,Mo' Money,1992,5.5,"Action,Comedy,Crime,Romance,Thriller",89
1541,Satte Pe Satta,1982,7.2,"Action,Comedy,Drama,Romance",160
1542,Special Correspondents,2016,5.8,Comedy,101
1543,Pokémon: Mewtwo Strikes Back - Evolution,2019,5.7,"Animation,Action,Family,Fantasy",98
1544,Small Crimes,2017,5.8,"Crime,Drama,Thriller",95
1545,The Assignment,2016,4.6,"Action,Crime,Thriller",95
1546,"Yours Sincerely, Kanan Gill",2020,7.2,Comedy,72
1547,Shelby American,2019,7.2,"Documentary,Biography,Family,History,Sport",119
1548,A Perfect Ending,2012,5.7,"Drama,Romance",110
1549,Full Out,2015,6.4,"Biography,Drama,Family,Sport",90
1550,Mad World,2016,7.3,Drama,101
1551,Wedding Association,2013,7.1,"Documentary,Short,Biography,History",24
1552,Agatha and the Truth of Murder,2018,6.3,"Crime,Drama,Mystery",92
1553,Love Beats Rhymes,2017,5.3,"Drama,Musical",106
1554,Public Works,2015,6.7,"Drama,History",115
1555,Running Shaadi,2017,6.7,"Comedy,Romance",114
1556,Toc Toc,2017,6.7,"Drama,Thriller",99
1557,Aykut Enişte,2019,7.1,Short,7
1558,Bhagam Bhag,2006,6.3,"Comedy,Mystery,Thriller",157
1559,1898: Our Last Men in the Philippines,2016,6.5,"Drama,History,War",105
1560,Kara Bela,2015,6.9,"Action,Adventure,Comedy,Drama",105
1561,Snow Day,2000,5.1,"Adventure,Comedy,Family",89
1562,Lion's Heart,2013,6.7,"Comedy,Drama,Romance",94
1563,Jem and the Holograms,2015,4.1,"Adventure,Drama,Family,Fantasy,Music,Romance,Sci-Fi",118
1564,Rakuen Tsuihou - Expelled from Paradise,2014,6.7,"Animation,Action,Adventure,Sci-Fi",104
1565,Godzilla: City on the Edge of Battle,2018,5.8,"Animation,Action,Sci-Fi",101
1566,审死官,1992,6.9,,
1567,Burlesque: Heart of the Glitter Tribe,2017,5.8,Documentary,76
1568,The Silence of the Marsh,2019,5,Thriller,92
1569,Mrs. Serial Killer,2020,4.5,"Drama,Crime",106
1570,How It Ends,2018,5,"Action,Adventure,Drama,Mystery,Sci-Fi,Thriller",113
1571,Holy Camp!,2017,6.3,Musical,108
1572,El Camino Christmas,2017,5.7,"Comedy,Crime,Western",89
1573,The Lighthouse of the Orcas,2016,6.7,"Biography,Drama,Romance",110
1574,Seven Sundays,2017,7.9,"Comedy,Drama",128
1575,Cuddle Weather,2019,6.2,"Drama,Romance",95
1576,Search Party,2014,5.6,"Comedy,Crime,Drama,Mystery,Romance,Thriller",24
1577,The Legend of Cocaine Island,2018,6.3,Documentary,83
1578,Barbie in A Mermaid Tale,2010,6.2,"Animation,Family,Fantasy",75
1579,Dabbe: Cin Çarpması,2013,6.8,Horror,120
1580,Ghost in the Shell Arise - Border 3: Ghost Tears,2014,7.2,"Animation,Action,Sci-Fi",55
1581,Dave Chappelle: The Kennedy Center Mark Twain Prize,2020,7.4,Comedy,90
1582,Love Ni Bhavai,2017,8.4,"Comedy,Drama,Romance",146
1583,Malevolent,2018,4.8,Horror,89
1584,Dayveon,2017,6.3,Drama,75
1585,Tune in for Love,2019,7.1,"Drama,Romance",122
1586,Paper Year,2018,5.1,"Drama,Romance",89
1587,Point Blank,2019,5.7,"Action,Thriller",86
1588,Connected,2008,6.6,"Animation,Adventure,Comedy,Family,Sci-Fi",
1589,Sillu Karupatti,2019,8.3,"Drama,Romance",153
1590,Chelsea Peretti: One of the Greats,2014,7,Comedy,74
1591,The Wedding Party,2016,6,"Comedy,Romance",87
1592,The Adventures of Sharkboy and Lavagirl,2005,3.5,"Comedy,Talk-Show",29
1593,Katherine Ryan: In Trouble,2017,6.9,Comedy,63
1594,Next Avengers: Heroes of Tomorrow,2008,6.3,"Animation,Action,Family,Sci-Fi",78
1595,A Life of Speed: The Juan Manuel Fangio Story,2020,6.7,"Documentary,Biography,Sport",92
1596,Red Istanbul,2017,5.5,Drama,110
1597,Swearnet: The Movie,2014,5.9,Comedy,112
1598,DragonHeart: A New Beginning,2000,4.5,"Action,Adventure,Comedy,Family,Fantasy",84
1599,The Scorpion King: Book of Souls,2018,4.6,"Action,Adventure,Fantasy",102
1600,I Am Wrath,2016,5.4,"Action,Crime,Drama,Thriller",92
1601,Aziz Ansari: Live at Madison Square Garden,2015,6.6,Comedy,58
1602,Paskal: The Movie,2018,6.8,"Action,Drama",115
1603,Raja Hindustani,1996,6.2,"Action,Comedy,Drama,Musical,Romance",165
1604,Goyo: The Boy General,2018,6.7,Western,
1605,Tales from the Hood 2,2018,4.4,"Comedy,Horror",111
1606,The Little Vampire 3D,2017,5.4,"Animation,Adventure,Comedy,Family,Fantasy,Horror",83
1607,Dragonheart: Vengeance,2020,5.1,"Action,Adventure,Drama,Fantasy,Sci-Fi",97
1608,Beats,2019,6.4,"Comedy,Crime,Drama,Music",101
1609,XOXO,2016,5.3,"Drama,Music",92
1610,Rudy Habibie,2016,7.5,"Biography,Drama,Romance",124
1611,For Here or to Go?,2017,6.7,"Comedy,Drama",105
1612,Spyder,2017,6.6,"Action,Thriller",155
1613,Social Animals,2018,5.2,Comedy,90
1614,Lady Driver,2020,6.6,Sport,104
1615,Assimilate,2019,5.3,"Horror,Mystery,Sci-Fi,Thriller",93
1616,Mercy Black,2019,4.9,"Horror,Mystery,Thriller",88
1617,Fun Mom Dinner,2017,5.2,Comedy,81
1618,Kristy,2014,5.9,"Horror,Thriller",86
1619,Katt Williams: American Hustle,2007,6.7,"Documentary,Comedy",90
1620,Lavender,2016,5.4,"Drama,Thriller",92
1621,The Lift Boy,2019,7.3,"Comedy,Drama",107
1622,Maria,2019,5,"Action,Drama,Thriller",90
1623,After Porn Ends,2012,5.7,Documentary,94
1624,City of Tiny Lights,2016,5.5,"Crime,Drama,Thriller",110
1625,Love in a Puff,2010,7.2,"Comedy,Drama,Romance",104
1626,Life Overtakes Me,2019,6.5,"Documentary,Short",39
1627,Hank: 5 Years from the Brink,2013,6.6,"Documentary,Biography,News",85
1628,Judah Friedlander: America Is the Greatest Country in the United States,2017,7.7,Comedy,84
1629,Kid Kulafu,2015,6.7,"Biography,Drama,Sport",109
1630,Vince & Kath & James,2016,7,Romance,116
1631,Vir Das: For India,2020,7.8,Comedy,75
1632,Greg Davies: You Magnificent Beast,2018,7.1,Comedy,66
1633,Bulbul Can Sing,2019,6.8,Drama,95
1634,Ronnie Coleman: The King,2018,7,Documentary,93
1635,Hazaaron Khwaishein Aisi,2003,7.9,Drama,120
1636,The Titan,2018,4.8,"Drama,Mystery,Romance,Sci-Fi,Thriller",97
1637,Sliver,1993,5,"Drama,Thriller",107
1638,Half Girlfriend,2017,4.3,"Drama,Romance",135
1639,God Bless the Broken Road,2018,5.5,"Drama,Family,Romance",111
1640,Summer Night,2019,4.6,"Comedy,Drama",98
1641,Demetri Martin: The Overthinker,2018,7.2,Comedy,56
1642,Gie,2005,7.6,"Biography,Drama",147
1643,The Boy Who Cried Werewolf,2010,6,"Comedy,Family,Fantasy",83
1644,Pee-Wee's Playhouse Christmas Special,1988,7.7,"Comedy,Family,Musical",49
1645,Bayonet,2018,5.8,Drama,101
1646,Jim Gaffigan: Cinco,2017,7.1,Comedy,73
1647,Cezanne and I,2016,6,"Biography,Drama",117
1648,Diana: In Her Own Words,2017,7.9,"Documentary,Biography",112
1649,Shiva,1990,8,"Action,Crime,Drama",161
1650,The Tenth Man,2016,5.7,"Drama,War",100
1651,Much Loved,2015,6.2,Drama,104
1652,Screwed,2000,5.8,"Comedy,Crime",81
1653,Martial Arts of Shaolin,1986,6.6,"Action,Drama",99
1654,Maska,2020,6,"Action,Comedy,Crime,Fantasy",101
1655,Mike Birbiglia: What I Should Have Said Was Nothing,2008,7.6,Comedy,60
1656,Heal,2017,6.9,Documentary,106
1657,Svaha: The Sixth Finger,2019,6.2,"Horror,Mystery,Thriller",122
1658,Death Race: Beyond Anarchy,2018,5.2,"Action,Adventure",111
1659,Patton Oswalt: Talking for Clapping,2016,6.8,"Documentary,Comedy",65
1660,Mara,2018,5.1,"Crime,Horror,Thriller",98
1661,Return to the 36th Chamber,1980,7,"Action,Comedy",99
1662,The Ridiculous 6,2015,4.8,"Comedy,Western",119
1663,Shootout at Lokhandwala,2007,7.1,"Action,Crime",122
1664,Big Time Movie,2012,6.5,Comedy,68
1665,I Fine..Thank You..Love You,2014,7,"Comedy,Romance",117
1666,Puerto Ricans in Paris,2015,5.3,Comedy,82
1667,Njan Prakashan,2018,7.6,"Comedy,Drama",131
1668,Skin Trade,2014,5.6,"Action,Crime,Thriller",96
1669,Sebastian Maniscalco: What's Wrong with People?,2012,8.1,Comedy,75
1670,My Little Pony: Equestria Girls - Friendship Games,2016,6.5,"Animation,Family,Fantasy,Musical",72
1671,Monster High: Great Scarrier Reef,2016,6.2,"Animation,Fantasy",71
1672,Arctic Dogs,2019,4.5,"Animation,Adventure,Comedy,Family",92
1673,The Gathering,2003,7.2,"Horror,Thriller",84
1674,Last Ferry,2019,6.4,"Crime,Drama,Thriller",86
1675,Iliza Shlesinger: Confirmed Kills,2016,6.6,Comedy,77
1676,A Christmas Prince: The Royal Baby,2019,5.3,"Family,Romance",84
1677,Jinxed,2013,6.5,"Comedy,Family",75
1678,Birdshot,2017,6.6,"Drama,Mystery,Thriller",116
1679,The Eichmann Show,2015,6.5,"Drama,History",90
1680,Boy Missing,2016,6.4,"Crime,Drama,Mystery,Thriller",105
1681,Cats & Dogs: The Revenge of Kitty Galore,2010,4.3,"Action,Comedy,Family,Fantasy",82
1682,Sardaar Ji,2015,6.4,"Comedy,Fantasy,Horror,Romance",141
1683,Rocky Handsome,2016,6.8,"Action,Thriller",119
1684,Psychokinesis,2018,5.9,"Action,Comedy,Fantasy",101
1685,You Changed My Life,2009,6.5,"Comedy,Drama,Romance",111
1686,Sarah Silverman: A Speck of Dust,2017,6.8,"Documentary,Comedy",71
1687,Jab Harry Met Sejal,2017,5.3,"Comedy,Drama,Romance",143
1688,The Roommate,2011,4.8,"Drama,Mystery,Thriller",91
1689,Doom: Annihilation,2019,3.6,"Action,Adventure,Horror,Sci-Fi,Thriller",96
1690,Stephanie,2017,5.8,"Horror,Mystery",86
1691,The Vault,2017,4.8,"Crime,Horror,Mystery,Thriller",91
1692,Theatre of Life,2016,6.5,Drama,138
1693,Why Me?,2015,7.5,"Action,Adventure,Comedy,Crime",87
1694,Naked,2017,5.4,"Comedy,Drama",132
